county_name,state_id,size_00
bolivar,MS,2.79
bollinger,MO,2.59
bon homme,SD,2.38
bond,IL,2.47
bonner,ID,2.49
bonneville,ID,2.83
boone,MO,2.38
boone,AR,2.41
boone,IA,2.44
boone,WV,2.47
boone,NE,2.5
boone,IN,2.65
boone,KY,2.73
boone,IL,2.84
borden,TX,2.5
bosque,TX,2.48
bossier parish,LA,2.63
botetourt,VA,2.56
bottineau,ND,2.3
boulder,CO,2.47
boundary,ID,2.61
bourbon,KS,2.44
bourbon,KY,2.49
bowie,TX,2.5
bowman,ND,2.32
box butte,NE,2.5
box elder,UT,3.22
boyd,NE,2.36
boyd,KY,2.38
boyle,KY,2.38
bracken,KY,2.55
bradford,PA,2.52
bradford,FL,2.58
bradley,AR,2.45
bradley,TN,2.5
branch,MI,2.61
brantley,GA,2.68
braxton,WV,2.46
brazoria,TX,2.82
brazos,TX,2.52
breathitt,KY,2.54
breckinridge,KY,2.51
bremer,IA,2.47
brevard,FL,2.35
brewster,TX,2.31
briscoe,TX,2.47
bristol,RI,2.52
bristol,MA,2.54
bristol city,VA,2.18
broadwater,MT,2.47
bronx,NY,2.78
brooke,WV,2.36
brookings,SD,2.38
brooks,GA,2.61
brooks,TX,2.92
broome,NY,2.37
broward,FL,2.45
brown,NE,2.27
brown,SD,2.32
brown,IL,2.36
brown,MN,2.43
brown,KS,2.44
brown,TX,2.48
brown,WI,2.51
brown,IN,2.51
brown,OH,2.69
brule,SD,2.49
brunswick,NC,2.38
brunswick,VA,2.47
bryan,OK,2.47
bryan,GA,2.88
buchanan,MO,2.42
buchanan,VA,2.46
buchanan,IA,2.61
buckingham,VA,2.52
bucks,PA,2.69
buena vista,IA,2.54
buena vista city,VA,2.38
buffalo,WI,2.47
buffalo,NE,2.48
buffalo,SD,3.83
bullitt,KY,2.75
bulloch,GA,2.53
bullock,AL,2.56
buncombe,NC,2.33
bureau,IL,2.47
burke,ND,2.21
burke,NC,2.48
burke,GA,2.77
burleigh,ND,2.42
burleson,TX,2.57
burlington,NJ,2.65
burnet,TX,2.53
burnett,WI,2.33
burt,NE,2.43
butler,MO,2.39
butler,IA,2.43
butler,AL,2.52
butler,KY,2.52
butler,NE,2.53
butler,PA,2.55
butler,OH,2.61
butler,KS,2.67
butte,CA,2.48
butte,SD,2.55
butte,ID,2.64
butts,GA,2.73
cabarrus,NC,2.6
cabell,WV,2.27
cache,UT,3.24
caddo,OK,2.62
caddo parish,LA,2.51
calaveras,CA,2.44
calcasieu parish,LA,2.61
caldwell,KY,2.36
caldwell,NC,2.48
caldwell,MO,2.51
caldwell,TX,2.82
caldwell parish,LA,2.5
caledonia,VT,2.46
calhoun,IA,2.31
calhoun,AL,2.42
calhoun,AR,2.43
calhoun,IL,2.46
calhoun,MS,2.46
calhoun,WV,2.46
calhoun,MI,2.47
calhoun,FL,2.53
calhoun,SC,2.54
calhoun,GA,2.55
calhoun,TX,2.75
callahan,TX,2.53
callaway,MO,2.56
calloway,KY,2.25
calumet,WI,2.7
calvert,MD,2.91
camas,ID,2.49
cambria,PA,2.38
camden,MO,2.31
camden,NC,2.58
camden,NJ,2.68
camden,GA,2.84
cameron,PA,2.39
cameron,TX,3.4
cameron parish,LA,2.76
camp,TX,2.62
campbell,SD,2.43
campbell,TN,2.44
campbell,VA,2.45
campbell,KY,2.49
campbell,WY,2.73
canadian,OK,2.71
candler,GA,2.72
cannon,TN,2.53
canyon,ID,2.85
cape girardeau,MO,2.42
cape may,NJ,2.36
carbon,MT,2.32
carbon,WY,2.39
carbon,PA,2.44
carbon,UT,2.68
caribou,ID,2.83
carlisle,KY,2.4
carlton,MN,2.5
caroline,MD,2.64
caroline,VA,2.69
carroll,NH,2.35
carroll,VA,2.36
carroll,IL,2.42
carroll,TN,2.42
carroll,MO,2.42
carroll,IA,2.46
carroll,AR,2.47
carroll,KY,2.51
carroll,OH,2.56
carroll,MS,2.57
carroll,IN,2.59
carroll,GA,2.66
carroll,MD,2.81
carson,TX,2.6
carson city,NV,2.44
carter,TN,2.35
carter,MO,2.46
carter,MT,2.47
carter,OK,2.47
carter,KY,2.54
carteret,NC,2.31
carver,MN,2.84
cascade,MT,2.41
casey,KY,2.44
cass,ND,2.32
cass,IA,2.32
cass,MN,2.45
cass,TX,2.46
cass,IL,2.52
cass,IN,2.53
cass,MI,2.56
cass,NE,2.63
cass,MO,2.69
cassia,ID,2.99
castro,TX,2.98
caswell,NC,2.56
catahoula parish,LA,2.55
catawba,NC,2.51
catoosa,GA,2.59
catron,NM,2.23
cattaraugus,NY,2.52
cavalier,ND,2.34
cayuga,NY,2.53
cecil,MD,2.71
cedar,MO,2.35
cedar,IA,2.51
cedar,NE,2.6
centre,PA,2.45
cerro gordo,IA,2.32
chaffee,CO,2.26
chambers,AL,2.48
chambers,TX,2.82
champaign,IL,2.33
champaign,OH,2.56
chariton,MO,2.38
charles,MD,2.86
charles city,VA,2.59
charles mix,SD,2.74
charleston,SC,2.42
charlevoix,MI,2.48
charlotte,FL,2.18
charlotte,VA,2.47
charlottesville city,VA,2.27
charlton,GA,2.74
chase,KS,2.34
chase,NE,2.39
chatham,NC,2.47
chatham,GA,2.49
chattahoochee,GA,3.41
chattooga,GA,2.49
chautauqua,KS,2.34
chautauqua,NY,2.45
chaves,NM,2.66
cheatham,TN,2.76
cheboygan,MI,2.41
chelan,WA,2.62
chemung,NY,2.44
chenango,NY,2.52
cherokee,NC,2.32
cherokee,IA,2.35
cherokee,AL,2.43
cherokee,KS,2.51
cherokee,OK,2.52
cherokee,SC,2.53
cherokee,TX,2.63
cherokee,GA,2.85
cherry,NE,2.42
chesapeake city,VA,2.79
cheshire,NH,2.47
chester,TN,2.55
chester,SC,2.62
chester,PA,2.65
chesterfield,SC,2.54
chesterfield,VA,2.73
cheyenne,KS,2.29
cheyenne,NE,2.38
cheyenne,CO,2.5
chickasaw,IA,2.48
chickasaw,MS,2.65
chicot,AR,2.58
childress,TX,2.4
chilton,AL,2.57
chippewa,MN,2.39
chippewa,MI,2.42
chippewa,WI,2.53
chisago,MN,2.79
chittenden,VT,2.47
choctaw,OK,2.43
choctaw,AL,2.48
choctaw,MS,2.56
chouteau,MT,2.59
chowan,NC,2.48
christian,IL,2.41
christian,MO,2.63
christian,KY,2.66
churchill,NV,2.64
cibola,NM,2.95
cimarron,OK,2.47
citrus,FL,2.2
clackamas,OR,2.62
claiborne,TN,2.48
claiborne,MS,2.72
claiborne parish,LA,2.5
clallam,WA,2.31
clare,MI,2.42
clarendon,SC,2.62
clarion,PA,2.46
clark,AR,2.38
clark,KS,2.39
clark,IL,2.4
clark,IN,2.45
clark,MO,2.46
clark,OH,2.49
clark,KY,2.51
clark,SD,2.54
clark,NV,2.65
clark,WA,2.69
clark,WI,2.73
clark,ID,3.01
clarke,GA,2.35
clarke,VA,2.5
clarke,IA,2.5
clarke,MS,2.55
clarke,AL,2.6
clatsop,OR,2.35
clay,NC,2.25
clay,SD,2.32
clay,TN,2.33
clay,AR,2.35
clay,IA,2.35
clay,KS,2.39
clay,IL,2.41
clay,AL,2.43
clay,GA,2.45
clay,MO,2.5
clay,NE,2.52
clay,TX,2.52
clay,MN,2.53
clay,WV,2.55
clay,IN,2.57
clay,KY,2.62
clay,MS,2.64
clay,FL,2.77
clayton,IA,2.47
clayton,GA,2.84
clear creek,CO,2.31
clearfield,PA,2.44
clearwater,ID,2.41
clearwater,MN,2.48
cleburne,AR,2.33
cleburne,AL,2.51
clermont,OH,2.67
cleveland,OK,2.51
cleveland,NC,2.53
cleveland,AR,2.6
clifton forge city,VA,2.22
clinch,GA,2.6
clinton,KY,2.34
clinton,PA,2.42
clinton,IA,2.44
clinton,NY,2.47
clinton,OH,2.56
clinton,MO,2.59
clinton,IL,2.6
clinton,IN,2.63
clinton,MI,2.7
cloud,KS,2.31
coahoma,MS,2.83
coal,OK,2.51
cobb,GA,2.64
cochise,AZ,2.55
cochran,TX,2.79
cocke,TN,2.41
coconino,AZ,2.8
codington,SD,2.46
coffee,AL,2.46
coffee,TN,2.5
coffee,GA,2.69
coffey,KS,2.49
coke,TX,2.31
colbert,AL,2.42
cole,MO,2.43
coleman,TX,2.33
coles,IL,2.31
colfax,NM,2.37
colfax,NE,2.8
colleton,SC,2.62
collier,FL,2.39
collin,TX,2.68
collingsworth,TX,2.44
colonial heights city,VA,2.37
colorado,TX,2.56
colquitt,GA,2.63
columbia,WA,2.36
columbia,PA,2.42
columbia,NY,2.43
columbia,AR,2.45
columbia,WI,2.49
columbia,FL,2.56
columbia,OR,2.65
columbia,GA,2.85
columbiana,OH,2.52
columbus,NC,2.5
colusa,CA,3.01
comal,TX,2.64
comanche,KS,2.18
comanche,TX,2.48
comanche,OK,2.63
concho,TX,2.45
concordia parish,LA,2.6
conecuh,AL,2.42
conejos,CO,2.8
contra costa,CA,2.72
converse,WY,2.55
conway,AR,2.51
cook,MN,2.17
cook,GA,2.64
cook,IL,2.68
cooke,TX,2.6
cooper,MO,2.46
coos,NH,2.33
coos,OR,2.34
coosa,AL,2.52
copiah,MS,2.71
corson,SD,3.29
cortland,NY,2.5
coryell,TX,2.91
coshocton,OH,2.52
costilla,CO,2.44
cottle,TX,2.28
cotton,OK,2.46
cottonwood,MN,2.39
covington,AL,2.37
covington,MS,2.68
covington city,VA,2.22
coweta,GA,2.81
cowley,KS,2.46
cowlitz,WA,2.55
craig,VA,2.45
craig,OK,2.46
craighead,AR,2.46
crane,TX,2.91
craven,NC,2.5
crawford,KS,2.35
crawford,IL,2.41
crawford,MI,2.45
crawford,OH,2.45
crawford,WI,2.48
crawford,PA,2.5
crawford,MO,2.53
crawford,IA,2.53
crawford,IN,2.55
crawford,AR,2.68
crawford,GA,2.78
creek,OK,2.64
crenshaw,AL,2.42
crisp,GA,2.58
crittenden,KY,2.42
crittenden,AR,2.72
crockett,TN,2.53
crockett,TX,2.65
crook,WY,2.51
crook,OR,2.57
crosby,TX,2.78
cross,AR,2.6
crow wing,MN,2.43
crowley,CO,2.59
culberson,TX,2.82
cullman,AL,2.49
culpeper,VA,2.68
cumberland,TN,2.37
cumberland,KY,2.37
cumberland,ME,2.38
cumberland,PA,2.41
cumberland,IL,2.55
cumberland,VA,2.55
cumberland,NC,2.65
cumberland,NJ,2.73
cuming,NE,2.53
currituck,NC,2.61
curry,OR,2.19
curry,NM,2.62
custer,SD,2.35
custer,CO,2.36
custer,MT,2.36
custer,NE,2.39
custer,ID,2.41
custer,OK,2.45
cuyahoga,OH,2.39
dade,MO,2.44
dade,GA,2.55
daggett,UT,2.48
dakota,MN,2.7
dakota,NE,2.81
dale,AL,2.51
dallam,TX,2.68
dallas,AR,2.48
dallas,AL,2.57
dallas,MO,2.57
dallas,IA,2.59
dallas,TX,2.71
dane,WI,2.37
daniels,MT,2.22
danville city,VA,2.27
dare,NC,2.34
darke,OH,2.56
darlington,SC,2.57
dauphin,PA,2.39
davidson,TN,2.3
davidson,NC,2.5
davie,NC,2.51
daviess,KY,2.47
daviess,MO,2.5
daviess,IN,2.69
davis,IA,2.61
davis,UT,3.31
davison,SD,2.38
dawes,NE,2.28
dawson,MT,2.37
dawson,GA,2.62
dawson,TX,2.69
dawson,NE,2.71
day,SD,2.36
de baca,NM,2.35
de soto parish,LA,2.6
de witt,IL,2.44
deaf smith,TX,2.96
dearborn,IN,2.71
decatur,KS,2.24
decatur,TN,2.34
decatur,IA,2.37
decatur,IN,2.58
decatur,GA,2.65
deer lodge,MT,2.26
defiance,OH,2.57
dekalb,TN,2.45
dekalb,MO,2.5
dekalb,AL,2.53
dekalb,IL,2.56
dekalb,GA,2.62
dekalb,IN,2.63
del norte,CA,2.58
delaware,IN,2.37
delaware,NY,2.39
delaware,OK,2.46
delaware,PA,2.56
delaware,IA,2.66
delaware,OH,2.7
delta,MI,2.4
delta,CO,2.43
delta,TX,2.49
dent,MO,2.45
denton,TX,2.67
denver,CO,2.27
des moines,IA,2.4
deschutes,OR,2.5
desha,AR,2.57
desoto,FL,2.7
desoto,MS,2.75
deuel,NE,2.29
deuel,SD,2.4
dewey,OK,2.35
dewey,SD,3.15
dewitt,TX,2.53
dickens,TX,2.29
dickenson,VA,2.42
dickey,ND,2.36
dickinson,IA,2.27
dickinson,MI,2.37
dickinson,KS,2.4
dickson,TN,2.59
dillon,SC,2.71
dimmit,TX,3.06
dinwiddie,VA,2.58
divide,ND,2.18
dixie,FL,2.44
dixon,NE,2.58
doddridge,WV,2.56
dodge,NE,2.42
dodge,GA,2.48
dodge,WI,2.56
dodge,MN,2.73
dolores,CO,2.35
dona ana,NM,2.85
doniphan,KS,2.48
donley,TX,2.3
dooly,GA,2.62
door,WI,2.33
dorchester,MD,2.36
dorchester,SC,2.72
dougherty,GA,2.58
douglas,WI,2.36
douglas,KS,2.37
douglas,MN,2.42
douglas,OR,2.48
douglas,NE,2.48
douglas,MO,2.49
douglas,NV,2.5
douglas,SD,2.54
douglas,IL,2.59
douglas,WA,2.76
douglas,GA,2.78
douglas,CO,2.88
drew,AR,2.46
dubois,IN,2.63
dubuque,IA,2.51
duchesne,UT,3.11
dukes,MA,2.3
dundy,NE,2.29
dunklin,MO,2.42
dunn,ND,2.57
dunn,WI,2.57
dupage,IL,2.73
duplin,NC,2.63
durham,NC,2.4
dutchess,NY,2.63
duval,FL,2.51
duval,TX,2.88
dyer,TN,2.49
eagle,CO,2.73
early,GA,2.58
east baton rouge parish,LA,2.55
east carroll parish,LA,2.82
east feliciana parish,LA,2.76
eastland,TX,2.39
eaton,MI,2.54
eau claire,WI,2.46
echols,GA,2.97
ector,TX,2.72
eddy,ND,2.3
eddy,NM,2.63
edgar,IL,2.4
edgecombe,NC,2.67
edgefield,SC,2.66
edmonson,KY,2.47
edmunds,SD,2.52
edwards,KS,2.33
edwards,IL,2.37
edwards,TX,2.66
effingham,IL,2.6
effingham,GA,2.84
el dorado,CA,2.63
el paso,CO,2.61
el paso,TX,3.18
elbert,GA,2.53
elbert,CO,2.93
elk,KS,2.25
elk,PA,2.45
elkhart,IN,2.72
elko,NV,2.85
elliott,KY,2.54
ellis,OK,2.27
ellis,KS,2.35
ellis,TX,2.96
ellsworth,KS,2.3
elmore,AL,2.66
elmore,ID,2.76
emanuel,GA,2.61
emery,UT,3.1
emmet,IA,2.36
emmet,MI,2.44
emmons,ND,2.38
emporia city,VA,2.43
erath,TX,2.48
erie,NY,2.41
erie,OH,2.45
erie,PA,2.51
escambia,FL,2.45
escambia,AL,2.48
esmeralda,NV,2.12
essex,NY,2.39
essex,VA,2.46
essex,VT,2.47
essex,MA,2.57
essex,NJ,2.72
estill,KY,2.48
etowah,AL,2.44
eureka,NV,2.47
evangeline parish,LA,2.64
evans,GA,2.62
fairfax,VA,2.74
fairfax city,VA,2.61
fairfield,SC,2.63
fairfield,OH,2.65
fairfield,CT,2.67
fall river,SD,2.23
fallon,MT,2.45
falls,TX,2.54
falls church city,VA,2.31
fannin,GA,2.35
fannin,TX,2.51
faribault,MN,2.36
faulk,SD,2.56
faulkner,AR,2.57
fauquier,VA,2.75
fayette,KY,2.29
fayette,WV,2.41
fayette,IA,2.41
fayette,AL,2.42
fayette,PA,2.43
fayette,TX,2.44
fayette,IL,2.46
fayette,IN,2.46
fayette,OH,2.51
fayette,TN,2.71
fayette,GA,2.88
fentress,TN,2.46
fergus,MT,2.33
ferry,WA,2.49
fillmore,NE,2.37
fillmore,MN,2.5
finney,KS,3.09
fisher,TX,2.39
flagler,FL,2.32
flathead,MT,2.48
fleming,KY,2.55
florence,WI,2.35
florence,SC,2.59
floyd,VA,2.39
floyd,IA,2.4
floyd,KY,2.45
floyd,IN,2.54
floyd,GA,2.55
floyd,TX,2.79
fluvanna,VA,2.59
foard,TX,2.38
fond du lac,WI,2.52
ford,IL,2.45
ford,KS,2.92
forest,PA,2.29
forest,WI,2.39
forrest,MS,2.47
forsyth,NC,2.39
forsyth,GA,2.83
fort bend,TX,3.14
foster,ND,2.39
fountain,IN,2.52
franklin,FL,2.28
franklin,KY,2.3
franklin,IL,2.34
franklin,NE,2.34
franklin,MA,2.38
franklin,OH,2.39
franklin,ME,2.4
franklin,IA,2.41
franklin,VA,2.44
franklin,NY,2.46
franklin,TX,2.48
franklin,PA,2.49
franklin,GA,2.5
franklin,AL,2.51
franklin,AR,2.51
franklin,TN,2.51
franklin,KS,2.56
franklin,NC,2.58
franklin,MS,2.6
franklin,MO,2.66
franklin,VT,2.67
franklin,IN,2.77
franklin,ID,3.24
franklin,WA,3.26
franklin city,VA,2.39
franklin parish,LA,2.64
frederick,VA,2.64
frederick,MD,2.72
fredericksburg city,VA,2.09
freeborn,MN,2.4
freestone,TX,2.48
fremont,CO,2.43
fremont,IA,2.45
fremont,WY,2.58
fremont,ID,2.96
fresno,CA,3.09
frio,TX,2.98
frontier,NE,2.48
fulton,KY,2.32
fulton,AR,2.39
fulton,IL,2.4
fulton,NY,2.43
fulton,GA,2.44
fulton,PA,2.5
fulton,IN,2.52
fulton,OH,2.69
furnas,NE,2.28
gadsden,FL,2.69
gage,NE,2.36
gaines,TX,3.07
galax city,VA,2.27
gallatin,IL,2.34
gallatin,MT,2.46
gallatin,KY,2.68
gallia,OH,2.5
galveston,TX,2.6
garden,NE,2.19
garfield,NE,2.27
garfield,MT,2.38
garfield,WA,2.39
garfield,OK,2.42
garfield,CO,2.65
garfield,UT,2.92
garland,AR,2.28
garrard,KY,2.56
garrett,MD,2.55
garvin,OK,2.45
garza,TX,2.65
gasconade,MO,2.44
gaston,NC,2.53
gates,NC,2.66
geary,KS,2.61
geauga,OH,2.84
gem,ID,2.7
genesee,MI,2.54
genesee,NY,2.59
geneva,AL,2.43
gentry,MO,2.42
george,MS,2.78
georgetown,SC,2.55
gibson,TN,2.41
gibson,IN,2.48
gila,AZ,2.5
gilchrist,FL,2.61
giles,VA,2.37
giles,TN,2.47
gillespie,TX,2.38
gilliam,OR,2.31
gilmer,WV,2.43
gilmer,GA,2.57
gilpin,CO,2.32
glacier,MT,3.03
glades,FL,2.51
gladwin,MI,2.43
glascock,GA,2.44
glasscock,TX,2.91
glenn,CA,2.84
gloucester,VA,2.62
gloucester,NJ,2.75
glynn,GA,2.44
gogebic,MI,2.2
golden valley,ND,2.38
golden valley,MT,2.41
goliad,TX,2.57
gonzales,TX,2.69
goochland,VA,2.51
goodhue,MN,2.53
gooding,ID,2.76
gordon,GA,2.7
goshen,WY,2.38
gosper,NE,2.42
gove,KS,2.42
grady,OK,2.58
grady,GA,2.66
grafton,NH,2.38
graham,KS,2.28
graham,NC,2.35
graham,AZ,2.99
grainger,TN,2.48
grand,CO,2.37
grand,UT,2.44
grand forks,ND,2.43
grand isle,VT,2.5
grand traverse,MI,2.49
granite,MT,2.33
grant,ND,2.3
grant,OR,2.39
grant,MN,2.4
grant,OK,2.42
grant,WV,2.43
grant,IN,2.43
grant,SD,2.44
grant,NM,2.5
grant,WI,2.51
grant,NE,2.56
grant,AR,2.61
grant,KY,2.72
grant,KS,2.86
grant,WA,2.92
grant parish,LA,2.61
granville,NC,2.58
gratiot,MI,2.57
graves,KY,2.44
gray,TX,2.39
gray,KS,2.82
grays harbor,WA,2.48
grayson,VA,2.31
grayson,KY,2.47
grayson,TX,2.51
greeley,NE,2.46
greeley,KS,2.5
green,KY,2.41
green,WI,2.51
green lake,WI,2.43
greenbrier,WV,2.32
greene,MO,2.34
greene,TN,2.38
greene,IA,2.41
greene,NY,2.42
greene,IN,2.44
greene,PA,2.48
greene,AR,2.49
greene,IL,2.51
greene,AL,2.52
greene,OH,2.53
greene,GA,2.59
greene,NC,2.65
greene,MS,2.67
greene,VA,2.71
greenlee,AZ,2.73
greensville,VA,2.51
greenup,KY,2.51
greenville,SC,2.47
greenwood,KS,2.31
greenwood,SC,2.49
greer,OK,2.27
gregg,TX,2.54
gregory,SD,2.32
grenada,MS,2.58
griggs,ND,2.29
grimes,TX,2.69
grundy,MO,2.3
grundy,IA,2.45
grundy,TN,2.54
grundy,IL,2.6
guadalupe,NM,2.51
guadalupe,TX,2.83
guernsey,OH,2.5
guilford,NC,2.41
gulf,FL,2.42
gunnison,CO,2.3
guthrie,IA,2.39
gwinnett,GA,2.88
haakon,SD,2.47
habersham,GA,2.57
hale,AL,2.63
hale,TX,2.86
halifax,VA,2.43
halifax,NC,2.51
hall,TX,2.42
hall,NE,2.57
hall,GA,2.89
hamblen,TN,2.47
hamilton,NY,2.24
hamilton,TX,2.37
hamilton,OH,2.38
hamilton,TN,2.41
hamilton,IL,2.43
hamilton,IA,2.43
hamilton,KS,2.49
hamilton,FL,2.6
hamilton,NE,2.64
hamilton,IN,2.75
hamlin,SD,2.62
hampden,MA,2.52
hampshire,MA,2.39
hampshire,WV,2.49
hampton,SC,2.64
hampton city,VA,2.49
hancock,ME,2.31
hancock,WV,2.36
hancock,TN,2.39
hancock,IL,2.45
hancock,IA,2.48
hancock,OH,2.49
hancock,MS,2.52
hancock,KY,2.59
hancock,IN,2.65
hancock,GA,2.66
hand,SD,2.38
hanover,VA,2.71
hansford,TX,2.63
hanson,SD,2.82
haralson,GA,2.58
hardee,FL,3.06
hardeman,TX,2.4
hardeman,TN,2.56
hardin,IL,2.3
hardin,IA,2.35
hardin,TN,2.41
hardin,OH,2.51
hardin,KY,2.62
hardin,TX,2.68
harding,NM,2.18
harding,SD,2.5
hardy,WV,2.42
harford,MD,2.72
harlan,NE,2.34
harlan,KY,2.47
harmon,OK,2.47
harnett,NC,2.61
harney,OR,2.45
harper,KS,2.3
harper,OK,2.33
harris,GA,2.66
harris,TX,2.79
harrison,MO,2.36
harrison,WV,2.42
harrison,OH,2.44
harrison,IA,2.51
harrison,KY,2.53
harrison,MS,2.55
harrison,TX,2.62
harrison,IN,2.63
harrisonburg city,VA,2.53
hart,GA,2.47
hart,KY,2.54
hartford,CT,2.48
hartley,TX,2.56
harvey,KS,2.5
haskell,TX,2.33
haskell,OK,2.52
haskell,KS,2.88
hawkins,TN,2.42
hayes,NE,2.48
hays,TX,2.69
haywood,NC,2.3
haywood,TN,2.59
heard,GA,2.7
hemphill,TX,2.5
hempstead,AR,2.6
henderson,NC,2.33
henderson,IL,2.42
henderson,KY,2.43
henderson,TN,2.44
henderson,TX,2.5
hendricks,IN,2.71
hendry,FL,3.09
hennepin,MN,2.39
henrico,VA,2.39
henry,TN,2.35
henry,MO,2.37
henry,VA,2.4
henry,IN,2.45
henry,IA,2.46
henry,AL,2.47
henry,IL,2.51
henry,KY,2.57
henry,OH,2.62
henry,GA,2.87
herkimer,NY,2.46
hernando,FL,2.32
hertford,NC,2.48
hettinger,ND,2.3
hickman,KY,2.34
hickman,TN,2.59
hickory,MO,2.26
hidalgo,NM,2.72
hidalgo,TX,3.6
highland,VA,2.24
highland,OH,2.6
highlands,FL,2.3
hill,MT,2.53
hill,TX,2.58
hillsborough,FL,2.51
hillsborough,NH,2.58
hillsdale,MI,2.6
