county_name,state_name,size
Autauga,Alabama,2.55
Baldwin,Alabama,2.56
Barbour,Alabama,2.37
Bibb,Alabama,2.85
Blount,Alabama,2.7
Bullock,Alabama,2.84
Butler,Alabama,2.92
Calhoun,Alabama,2.5
Chambers,Alabama,2.42
Cherokee,Alabama,2.38
Chilton,Alabama,2.55
Choctaw,Alabama,2.36
Clarke,Alabama,2.52
Clay,Alabama,2.53
Cleburne,Alabama,2.53
Coffee,Alabama,2.59
Colbert,Alabama,2.5
Conecuh,Alabama,2.66
Coosa,Alabama,2.57
Covington,Alabama,2.43
Crenshaw,Alabama,2.72
Cullman,Alabama,2.59
Dale,Alabama,2.47
Dallas,Alabama,2.44
DeKalb,Alabama,2.67
Elmore,Alabama,2.58
Escambia,Alabama,2.61
Etowah,Alabama,2.62
Fayette,Alabama,2.37
Franklin,Alabama,2.85
Geneva,Alabama,2.47
Greene,Alabama,2.55
Hale,Alabama,2.65
Henry,Alabama,2.56
Houston,Alabama,2.62
Jackson,Alabama,2.51
Jefferson,Alabama,2.44
Lamar,Alabama,2.43
Lauderdale,Alabama,2.36
Lawrence,Alabama,2.61
Lee,Alabama,2.59
Limestone,Alabama,2.87
Lowndes,Alabama,2.33
Macon,Alabama,2.14
Madison,Alabama,2.37
Marengo,Alabama,2.52
Marion,Alabama,2.48
Marshall,Alabama,2.71
Mobile,Alabama,2.58
Monroe,Alabama,2.58
Montgomery,Alabama,2.45
Morgan,Alabama,2.53
Perry,Alabama,2.64
Pickens,Alabama,2.37
Pike,Alabama,2.69
Randolph,Alabama,2.57
Russell,Alabama,2.42
St. Clair,Alabama,2.65
Shelby,Alabama,2.64
Sumter,Alabama,2.2
Talladega,Alabama,2.42
Tallapoosa,Alabama,2.43
Tuscaloosa,Alabama,2.66
Walker,Alabama,2.47
Washington,Alabama,2.78
Wilcox,Alabama,2.61
Winston,Alabama,2.43
Aleutians East Borough,Alaska,2.38
Aleutians West Census Area,Alaska,3.43
Anchorage Municipality,Alaska,2.66
Bethel Census Area,Alaska,3.83
Bristol Bay Borough,Alaska,2.29
Chugach Census Area,Alaska,2.71
Copper River Census Area,Alaska,2.7
Denali Borough,Alaska,2.22
Dillingham Census Area,Alaska,3.17
Fairbanks North Star Borough,Alaska,2.6
Haines Borough,Alaska,2.73
Hoonah-Angoon Census Area,Alaska,2.63
Juneau City and Borough,Alaska,2.45
Kenai Peninsula Borough,Alaska,2.63
Ketchikan Gateway Borough,Alaska,2.56
Kodiak Island Borough,Alaska,3.08
Kusilvak Census Area,Alaska,4.55
Lake and Peninsula Borough,Alaska,2.85
Matanuska-Susitna Borough,Alaska,3.3
Nome Census Area,Alaska,3.37
North Slope Borough,Alaska,3.26
Northwest Arctic Borough,Alaska,4.04
Petersburg Borough,Alaska,2.66
Prince of Wales-Hyder Census Area,Alaska,2.65
Sitka City and Borough,Alaska,2.33
Skagway Municipality,Alaska,2.72
Southeast Fairbanks Census Area,Alaska,2.9
Wrangell City and Borough,Alaska,2.49
Yakutat City and Borough,Alaska,2.4
Yukon-Koyukuk Census Area,Alaska,2.63
Apache,Arizona,3.28
Cochise,Arizona,2.34
Coconino,Arizona,2.6
Gila,Arizona,2.34
Graham,Arizona,3.06
Greenlee,Arizona,2.84
La Paz,Arizona,2.1
Maricopa,Arizona,2.73
Mohave,Arizona,2.29
Navajo,Arizona,2.95
Pima,Arizona,2.45
Pinal,Arizona,2.84
Santa Cruz,Arizona,2.88
Yavapai,Arizona,2.24
Yuma,Arizona,2.76
Arkansas,Arkansas,2.36
Ashley,Arkansas,2.57
Baxter,Arkansas,2.2
Benton,Arkansas,2.72
Boone,Arkansas,2.46
Bradley,Arkansas,2.51
Calhoun,Arkansas,2.87
Carroll,Arkansas,2.51
Chicot,Arkansas,2.4
Clark,Arkansas,2.39
Clay,Arkansas,2.26
Cleburne,Arkansas,2.27
Cleveland,Arkansas,2.52
Columbia,Arkansas,2.58
Conway,Arkansas,2.44
Craighead,Arkansas,2.5
Crawford,Arkansas,2.6
Crittenden,Arkansas,2.51
Cross,Arkansas,2.49
Dallas,Arkansas,2.14
Desha,Arkansas,2.26
Drew,Arkansas,2.39
Faulkner,Arkansas,2.66
Franklin,Arkansas,2.61
Fulton,Arkansas,2.42
Garland,Arkansas,2.37
Grant,Arkansas,2.56
Greene,Arkansas,2.53
Hempstead,Arkansas,2.63
Hot Spring,Arkansas,2.52
Howard,Arkansas,2.48
Independence,Arkansas,2.55
Izard,Arkansas,2.55
Jackson,Arkansas,2.29
Jefferson,Arkansas,2.33
Johnson,Arkansas,2.62
Lafayette,Arkansas,2.28
Lawrence,Arkansas,2.42
Lee,Arkansas,2.3
Lincoln,Arkansas,2.3
Little River,Arkansas,2.3
Logan,Arkansas,2.52
Lonoke,Arkansas,2.66
Madison,Arkansas,2.7
Marion,Arkansas,2.37
Miller,Arkansas,2.59
Mississippi,Arkansas,2.44
Monroe,Arkansas,2.1
Montgomery,Arkansas,2.38
Nevada,Arkansas,2.53
Newton,Arkansas,2.57
Ouachita,Arkansas,2.45
Perry,Arkansas,2.75
Phillips,Arkansas,2.37
Pike,Arkansas,2.5
Poinsett,Arkansas,2.45
Polk,Arkansas,2.45
Pope,Arkansas,2.65
Prairie,Arkansas,2.13
Pulaski,Arkansas,2.39
Randolph,Arkansas,2.41
St. Francis,Arkansas,2.39
Saline,Arkansas,2.65
Scott,Arkansas,2.48
Searcy,Arkansas,2.42
Sebastian,Arkansas,2.42
Sevier,Arkansas,2.96
Sharp,Arkansas,2.33
Stone,Arkansas,2.56
Union,Arkansas,2.44
Van Buren,Arkansas,2.27
Washington,Arkansas,2.56
White,Arkansas,2.59
Woodruff,Arkansas,2.12
Yell,Arkansas,2.7
Alameda,California,2.84
Alpine,California,2.83
Amador,California,2.39
Butte,California,2.59
Calaveras,California,2.67
Colusa,California,2.9
Contra Costa,California,2.86
Del Norte,California,2.54
El Dorado,California,2.58
Fresno,California,3.14
Glenn,California,2.72
Humboldt,California,2.44
Imperial,California,3.73
Inyo,California,2.18
Kern,California,3.15
Kings,California,3.14
Lake,California,2.48
Lassen,California,2.26
Los Angeles,California,2.96
Madera,California,3.32
Marin,California,2.41
Mariposa,California,2.06
Mendocino,California,2.48
Merced,California,3.29
Modoc,California,2.33
Mono,California,2.7
Monterey,California,3.25
Napa,California,2.78
Nevada,California,2.4
Orange,California,3.01
Placer,California,2.66
Plumas,California,2.21
Riverside,California,3.26
Sacramento,California,2.77
San Benito,California,3.33
San Bernardino,California,3.3
San Diego,California,2.86
San Francisco,California,2.36
San Joaquin,California,3.18
San Luis Obispo,California,2.51
San Mateo,California,2.87
Santa Barbara,California,2.86
Santa Clara,California,2.97
Santa Cruz,California,2.7
Shasta,California,2.48
Sierra,California,2.29
Siskiyou,California,2.24
Solano,California,2.87
Sonoma,California,2.58
Stanislaus,California,3.09
Sutter,California,2.92
Tehama,California,2.57
Trinity,California,2.08
Tulare,California,3.3
Tuolumne,California,2.21
Ventura,California,3.06
Yolo,California,2.82
Yuba,California,2.88
Adams,Colorado,3.02
Alamosa,Colorado,2.42
Arapahoe,Colorado,2.66
Archuleta,Colorado,2.34
Baca,Colorado,2.02
Bent,Colorado,2.1
Boulder,Colorado,2.46
Broomfield,Colorado,2.54
Chaffee,Colorado,2.14
Cheyenne,Colorado,2.44
Clear Creek,Colorado,2.15
Conejos,Colorado,2.5
Costilla,Colorado,2.35
Crowley,Colorado,3.2
Custer,Colorado,2.14
Delta,Colorado,2.39
Denver,Colorado,2.44
Dolores,Colorado,2.04
Douglas,Colorado,2.83
Eagle,Colorado,2.94
Elbert,Colorado,2.97
El Paso,Colorado,2.63
Fremont,Colorado,2.11
Garfield,Colorado,2.72
Gilpin,Colorado,2.09
Grand,Colorado,2.41
Gunnison,Colorado,2.38
Hinsdale,Colorado,2.08
Huerfano,Colorado,2.16
Jackson,Colorado,2.05
Jefferson,Colorado,2.49
Kiowa,Colorado,2.32
Kit Carson,Colorado,2.32
Lake,Colorado,2.36
La Plata,Colorado,2.54
Larimer,Colorado,2.54
Las Animas,Colorado,2
Lincoln,Colorado,2.34
Logan,Colorado,2.56
Mesa,Colorado,2.51
Mineral,Colorado,2.13
Moffat,Colorado,2.49
Montezuma,Colorado,2.47
Montrose,Colorado,2.39
Morgan,Colorado,2.6
Otero,Colorado,2.3
Ouray,Colorado,2.16
Park,Colorado,2.6
Phillips,Colorado,2.46
Pitkin,Colorado,2.4
Prowers,Colorado,2.38
Pueblo,Colorado,2.5
Rio Blanco,Colorado,2.4
Rio Grande,Colorado,2.34
Routt,Colorado,2.47
Saguache,Colorado,2.39
San Juan,Colorado,2.18
San Miguel,Colorado,2.25
Sedgwick,Colorado,2.37
Summit,Colorado,2.61
Teller,Colorado,2.38
Washington,Colorado,2.19
Weld,Colorado,3.03
Yuma,Colorado,2.41
Fairfield,Connecticut,2.68
Hartford,Connecticut,2.45
Litchfield,Connecticut,2.38
Middlesex,Connecticut,2.31
New Haven,Connecticut,2.49
New London,Connecticut,2.33
Tolland,Connecticut,2.43
Windham,Connecticut,2.44
Kent,Delaware,2.59
New Castle,Delaware,2.59
Sussex,Delaware,2.41
District of Columbia,District of Columbia,2.3
Alachua,Florida,2.48
Baker,Florida,2.91
Bay,Florida,2.42
Bradford,Florida,2.54
Brevard,Florida,2.49
Broward,Florida,2.73
Calhoun,Florida,2.73
Charlotte,Florida,2.29
Citrus,Florida,2.25
Clay,Florida,2.84
Collier,Florida,2.54
Columbia,Florida,2.62
DeSoto,Florida,2.73
Dixie,Florida,2.43
Duval,Florida,2.51
Escambia,Florida,2.45
Flagler,Florida,2.55
Franklin,Florida,2.2
Gadsden,Florida,2.43
Gilchrist,Florida,2.53
Glades,Florida,2.53
Gulf,Florida,2.1
Hamilton,Florida,2.55
Hardee,Florida,3.11
Hendry,Florida,3.07
Hernando,Florida,2.46
Highlands,Florida,2.4
Hillsborough,Florida,2.65
Holmes,Florida,2.48
Indian River,Florida,2.55
Jackson,Florida,2.27
Jefferson,Florida,2.21
Lafayette,Florida,3.07
Lake,Florida,2.56
Lee,Florida,2.58
Leon,Florida,2.38
Levy,Florida,2.39
Liberty,Florida,2.72
Madison,Florida,2.38
Manatee,Florida,2.59
Marion,Florida,2.4
Martin,Florida,2.41
Miami-Dade,Florida,2.95
Monroe,Florida,2.23
Nassau,Florida,2.54
Okaloosa,Florida,2.54
Okeechobee,Florida,2.63
Orange,Florida,2.87
Osceola,Florida,3.3
Palm Beach,Florida,2.58
Pasco,Florida,2.54
Pinellas,Florida,2.3
Polk,Florida,2.88
Putnam,Florida,2.43
St. Johns,Florida,2.77
St. Lucie,Florida,2.68
Santa Rosa,Florida,2.64
Sarasota,Florida,2.23
Seminole,Florida,2.6
Sumter,Florida,2.04
Suwannee,Florida,2.82
Taylor,Florida,2.51
Union,Florida,2.36
Volusia,Florida,2.43
Wakulla,Florida,2.59
Walton,Florida,2.42
Washington,Florida,2.47
Appling,Georgia,2.69
Atkinson,Georgia,2.81
Bacon,Georgia,2.76
Baker,Georgia,2.13
Baldwin,Georgia,2.41
Banks,Georgia,2.72
Barrow,Georgia,2.97
Bartow,Georgia,2.78
Ben Hill,Georgia,2.5
Berrien,Georgia,2.57
Bibb,Georgia,2.53
Bleckley,Georgia,2.73
Brantley,Georgia,2.79
Brooks,Georgia,2.41
Bryan,Georgia,2.83
Bulloch,Georgia,2.48
Burke,Georgia,2.81
Butts,Georgia,2.59
Calhoun,Georgia,2.56
Camden,Georgia,2.65
Candler,Georgia,2.62
Carroll,Georgia,2.73
Catoosa,Georgia,2.65
Charlton,Georgia,3.1
Chatham,Georgia,2.53
Chattahoochee,Georgia,2.75
Chattooga,Georgia,2.53
Cherokee,Georgia,2.79
Clarke,Georgia,2.3
Clay,Georgia,2.19
Clayton,Georgia,2.91
Clinch,Georgia,2.6
Cobb,Georgia,2.63
Coffee,Georgia,2.67
Colquitt,Georgia,2.82
Columbia,Georgia,3.19
Cook,Georgia,2.75
Coweta,Georgia,2.74
Crawford,Georgia,2.65
Crisp,Georgia,2.61
Dade,Georgia,2.41
Dawson,Georgia,2.64
Decatur,Georgia,2.62
DeKalb,Georgia,2.62
Dodge,Georgia,2.48
Dooly,Georgia,2.43
Dougherty,Georgia,2.46
Douglas,Georgia,2.88
Early,Georgia,2.4
Echols,Georgia,2.63
Effingham,Georgia,2.84
Elbert,Georgia,2.46
Emanuel,Georgia,2.61
Evans,Georgia,2.53
Fannin,Georgia,2.29
Fayette,Georgia,2.77
Floyd,Georgia,2.59
Forsyth,Georgia,2.94
Franklin,Georgia,2.66
Fulton,Georgia,2.38
Gilmer,Georgia,2.47
Glascock,Georgia,2.6
Glynn,Georgia,2.43
Gordon,Georgia,2.8
Grady,Georgia,2.69
Greene,Georgia,2.39
Gwinnett,Georgia,3.07
Habersham,Georgia,2.82
Hall,Georgia,3.05
Hancock,Georgia,1.99
Haralson,Georgia,2.56
Harris,Georgia,2.74
Hart,Georgia,2.44
Heard,Georgia,2.5
Henry,Georgia,2.93
Houston,Georgia,2.65
Irwin,Georgia,2.65
Jackson,Georgia,2.87
Jasper,Georgia,2.63
Jeff Davis,Georgia,2.91
Jefferson,Georgia,2.68
Jenkins,Georgia,2.49
Johnson,Georgia,2.54
Jones,Georgia,2.6
Lamar,Georgia,2.63
Lanier,Georgia,2.67
Laurens,Georgia,2.71
Lee,Georgia,2.72
Liberty,Georgia,2.49
Lincoln,Georgia,2.39
Long,Georgia,3.18
Lowndes,Georgia,2.62
Lumpkin,Georgia,2.66
McDuffie,Georgia,2.56
McIntosh,Georgia,2.23
Macon,Georgia,2.37
Madison,Georgia,2.76
Marion,Georgia,2.44
Meriwether,Georgia,2.52
Miller,Georgia,2.37
Mitchell,Georgia,2.47
Monroe,Georgia,2.59
Montgomery,Georgia,2.7
Morgan,Georgia,2.65
Murray,Georgia,2.72
Muscogee,Georgia,2.56
Newton,Georgia,2.89
Oconee,Georgia,2.83
Oglethorpe,Georgia,2.72
Paulding,Georgia,2.98
Peach,Georgia,2.51
Pickens,Georgia,2.61
Pierce,Georgia,2.67
Pike,Georgia,2.97
Polk,Georgia,2.73
Pulaski,Georgia,2.53
Putnam,Georgia,2.3
Quitman,Georgia,2.39
Rabun,Georgia,2.34
Randolph,Georgia,2.48
Richmond,Georgia,2.65
Rockdale,Georgia,2.84
Schley,Georgia,2.8
Screven,Georgia,2.74
Seminole,Georgia,2.41
Spalding,Georgia,2.52
Stephens,Georgia,2.52
Stewart,Georgia,2.28
Sumter,Georgia,2.42
Talbot,Georgia,2.15
Taliaferro,Georgia,2.41
Tattnall,Georgia,2.3
Taylor,Georgia,2.19
Telfair,Georgia,2.83
Terrell,Georgia,2.48
Thomas,Georgia,2.47
Tift,Georgia,2.58
Toombs,Georgia,2.71
Towns,Georgia,2.19
Treutlen,Georgia,2.62
Troup,Georgia,2.75
Turner,Georgia,2.35
Twiggs,Georgia,2.64
Union,Georgia,2.29
Upson,Georgia,2.48
Walker,Georgia,2.58
Walton,Georgia,2.88
Ware,Georgia,2.43
Warren,Georgia,2.29
Washington,Georgia,2.37
Wayne,Georgia,2.66
Webster,Georgia,2.32
Wheeler,Georgia,4.35
White,Georgia,2.52
Whitfield,Georgia,2.82
Wilcox,Georgia,2.62
Wilkes,Georgia,2.35
Wilkinson,Georgia,2.68
Worth,Georgia,2.53
Hawaii,Hawaii,2.76
Honolulu,Hawaii,2.98
Kalawao,Hawaii,1.39
Kauai,Hawaii,3.05
Maui,Hawaii,2.95
Ada,Idaho,2.57
Adams,Idaho,2.4
Bannock,Idaho,2.59
Bear Lake,Idaho,2.45
Benewah,Idaho,2.57
Bingham,Idaho,2.94
Blaine,Idaho,2.69
Boise,Idaho,2.26
Bonner,Idaho,2.46
Bonneville,Idaho,2.83
Boundary,Idaho,2.62
Butte,Idaho,2.65
Camas,Idaho,2.73
Canyon,Idaho,2.92
Caribou,Idaho,2.71
Cassia,Idaho,3
Clark,Idaho,2.59
Clearwater,Idaho,2.19
Custer,Idaho,2.16
Elmore,Idaho,2.41
Franklin,Idaho,3.09
Fremont,Idaho,2.81
Gem,Idaho,2.58
Gooding,Idaho,2.7
Idaho,Idaho,2.45
Jefferson,Idaho,3.31
Jerome,Idaho,2.99
Kootenai,Idaho,2.48
Latah,Idaho,2.34
Lemhi,Idaho,2.08
Lewis,Idaho,2.32
Lincoln,Idaho,2.94
Madison,Idaho,3.32
Minidoka,Idaho,2.78
Nez Perce,Idaho,2.39
Oneida,Idaho,2.57
Owyhee,Idaho,2.62
Payette,Idaho,2.59
Power,Idaho,2.81
Shoshone,Idaho,2.28
Teton,Idaho,2.74
Twin Falls,Idaho,2.68
Valley,Idaho,2.78
Washington,Idaho,2.34
Adams,Illinois,2.36
Alexander,Illinois,2.6
Bond,Illinois,2.32
Boone,Illinois,2.82
Brown,Illinois,2.27
Bureau,Illinois,2.35
Calhoun,Illinois,2.8
Carroll,Illinois,2.12
Cass,Illinois,2.4
Champaign,Illinois,2.34
Christian,Illinois,2.22
Clark,Illinois,2.29
Clay,Illinois,2.29
Clinton,Illinois,2.42
Coles,Illinois,2.25
Cook,Illinois,2.55
Crawford,Illinois,2.13
Cumberland,Illinois,2.52
DeKalb,Illinois,2.59
De Witt,Illinois,2.3
Douglas,Illinois,2.55
DuPage,Illinois,2.65
Edgar,Illinois,2.16
Edwards,Illinois,2.32
Effingham,Illinois,2.43
Fayette,Illinois,2.51
Ford,Illinois,2.19
Franklin,Illinois,2.36
Fulton,Illinois,2.29
Gallatin,Illinois,2.19
Greene,Illinois,2.55
Grundy,Illinois,2.51
Hamilton,Illinois,2.39
Hancock,Illinois,2.33
Hardin,Illinois,2.5
Henderson,Illinois,2.21
Henry,Illinois,2.42
Iroquois,Illinois,2.28
Jackson,Illinois,2.21
Jasper,Illinois,2.5
Jefferson,Illinois,2.41
Jersey,Illinois,2.55
Jo Daviess,Illinois,2.11
Johnson,Illinois,2.43
Kane,Illinois,2.89
Kankakee,Illinois,2.59
Kendall,Illinois,3.07
Knox,Illinois,2.24
Lake,Illinois,2.74
LaSalle,Illinois,2.34
Lawrence,Illinois,2.18
Lee,Illinois,2.26
Livingston,Illinois,2.33
Logan,Illinois,2.27
McDonough,Illinois,2.32
McHenry,Illinois,2.7
McLean,Illinois,2.47
Macon,Illinois,2.31
Macoupin,Illinois,2.39
Madison,Illinois,2.39
Marion,Illinois,2.28
Marshall,Illinois,2.29
Mason,Illinois,2.24
Massac,Illinois,2.44
Menard,Illinois,2.33
Mercer,Illinois,2.36
Monroe,Illinois,2.52
Montgomery,Illinois,2.2
Morgan,Illinois,2.28
Moultrie,Illinois,2.35
Ogle,Illinois,2.39
Peoria,Illinois,2.39
Perry,Illinois,2.17
Piatt,Illinois,2.42
Pike,Illinois,2.42
Pope,Illinois,2.44
Pulaski,Illinois,2.62
Putnam,Illinois,2.35
Randolph,Illinois,2.33
Richland,Illinois,2.35
Rock Island,Illinois,2.28
St. Clair,Illinois,2.46
Saline,Illinois,2.29
Sangamon,Illinois,2.28
Schuyler,Illinois,2.23
Scott,Illinois,2.5
Shelby,Illinois,2.34
Stark,Illinois,2.3
Stephenson,Illinois,2.22
Tazewell,Illinois,2.41
Union,Illinois,2.4
Vermilion,Illinois,2.39
Wabash,Illinois,2.36
Warren,Illinois,2.33
Washington,Illinois,2.28
Wayne,Illinois,2.28
White,Illinois,2.2
Whiteside,Illinois,2.35
Will,Illinois,2.93
Williamson,Illinois,2.32
Winnebago,Illinois,2.41
Woodford,Illinois,2.55
Adams,Indiana,2.79
Allen,Indiana,2.52
Bartholomew,Indiana,2.59
Benton,Indiana,2.5
Blackford,Indiana,2.31
Boone,Indiana,2.56
Brown,Indiana,2.35
Carroll,Indiana,2.46
Cass,Indiana,2.44
Clark,Indiana,2.57
Clay,Indiana,2.45
Clinton,Indiana,2.6
Crawford,Indiana,2.54
Daviess,Indiana,2.88
Dearborn,Indiana,2.54
Decatur,Indiana,2.56
DeKalb,Indiana,2.53
Delaware,Indiana,2.29
Dubois,Indiana,2.49
Elkhart,Indiana,2.79
Fayette,Indiana,2.34
Floyd,Indiana,2.61
Fountain,Indiana,2.34
Franklin,Indiana,2.55
Fulton,Indiana,2.53
Gibson,Indiana,2.43
Grant,Indiana,2.24
Greene,Indiana,2.45
Hamilton,Indiana,2.67
Hancock,Indiana,2.56
Harrison,Indiana,2.74
Hendricks,Indiana,2.72
Henry,Indiana,2.43
Howard,Indiana,2.35
Huntington,Indiana,2.37
Jackson,Indiana,2.56
Jasper,Indiana,2.57
Jay,Indiana,2.46
Jefferson,Indiana,2.32
Jennings,Indiana,2.53
Johnson,Indiana,2.66
Knox,Indiana,2.28
Kosciusko,Indiana,2.46
LaGrange,Indiana,3.13
Lake,Indiana,2.55
LaPorte,Indiana,2.39
Lawrence,Indiana,2.37
Madison,Indiana,2.41
Marion,Indiana,2.49
Marshall,Indiana,2.61
Martin,Indiana,2.41
Miami,Indiana,2.47
Monroe,Indiana,2.34
Montgomery,Indiana,2.37
Morgan,Indiana,2.61
Newton,Indiana,2.46
Noble,Indiana,2.58
Ohio,Indiana,2.23
Orange,Indiana,2.41
Owen,Indiana,2.34
Parke,Indiana,2.59
Perry,Indiana,2.27
Pike,Indiana,2.29
Porter,Indiana,2.54
Posey,Indiana,2.43
Pulaski,Indiana,2.41
Putnam,Indiana,2.36
Randolph,Indiana,2.35
Ripley,Indiana,2.48
Rush,Indiana,2.47
St. Joseph,Indiana,2.47
Scott,Indiana,2.53
Shelby,Indiana,2.45
Spencer,Indiana,2.41
Starke,Indiana,2.7
Steuben,Indiana,2.3
Sullivan,Indiana,2.37
Switzerland,Indiana,2.4
Tippecanoe,Indiana,2.46
Tipton,Indiana,2.35
Union,Indiana,2.48
Vanderburgh,Indiana,2.3
Vermillion,Indiana,2.33
Vigo,Indiana,2.32
Wabash,Indiana,2.3
Warren,Indiana,2.4
Warrick,Indiana,2.51
Washington,Indiana,2.56
Wayne,Indiana,2.31
Wells,Indiana,2.46
White,Indiana,2.44
Whitley,Indiana,2.42
Adair,Iowa,2.15
Adams,Iowa,2.15
Allamakee,Iowa,2.26
Appanoose,Iowa,2.37
Audubon,Iowa,2.01
Benton,Iowa,2.45
Black Hawk,Iowa,2.38
Boone,Iowa,2.39
Bremer,Iowa,2.43
Buchanan,Iowa,2.6
Buena Vista,Iowa,2.5
Butler,Iowa,2.32
Calhoun,Iowa,2.16
Carroll,Iowa,2.28
Cass,Iowa,2.16
Cedar,Iowa,2.43
Cerro Gordo,Iowa,2.14
Cherokee,Iowa,2.04
Chickasaw,Iowa,2.31
Clarke,Iowa,2.33
Clay,Iowa,2.14
Clayton,Iowa,2.28
Clinton,Iowa,2.36
Crawford,Iowa,2.57
Dallas,Iowa,2.54
Davis,Iowa,2.79
Decatur,Iowa,2.22
Delaware,Iowa,2.44
Des Moines,Iowa,2.29
Dickinson,Iowa,2.01
Dubuque,Iowa,2.41
Emmet,Iowa,2.09
Fayette,Iowa,2.31
Floyd,Iowa,2.23
Franklin,Iowa,2.37
Fremont,Iowa,2.29
Greene,Iowa,2.18
Grundy,Iowa,2.34
Guthrie,Iowa,2.36
Hamilton,Iowa,2.4
Hancock,Iowa,2.19
Hardin,Iowa,2.24
Harrison,Iowa,2.26
Henry,Iowa,2.42
Howard,Iowa,2.39
Humboldt,Iowa,2.24
Ida,Iowa,2.27
Iowa,Iowa,2.38
Jackson,Iowa,2.33
Jasper,Iowa,2.41
Jefferson,Iowa,2.52
Johnson,Iowa,2.37
Jones,Iowa,2.37
Keokuk,Iowa,2.32
Kossuth,Iowa,2.22
Lee,Iowa,2.27
Linn,Iowa,2.42
Louisa,Iowa,2.53
Lucas,Iowa,2.27
Lyon,Iowa,2.54
Madison,Iowa,2.41
Mahaska,Iowa,2.43
Marion,Iowa,2.33
Marshall,Iowa,2.5
Mills,Iowa,2.67
Mitchell,Iowa,2.32
Monona,Iowa,2.12
Monroe,Iowa,2.36
Montgomery,Iowa,2.19
Muscatine,Iowa,2.54
O'Brien,Iowa,2.26
Osceola,Iowa,2.23
Page,Iowa,2.19
Palo Alto,Iowa,2.32
Plymouth,Iowa,2.41
Pocahontas,Iowa,2.11
Polk,Iowa,2.49
Pottawattamie,Iowa,2.48
Poweshiek,Iowa,2.14
Ringgold,Iowa,2.55
Sac,Iowa,2.19
Scott,Iowa,2.51
Shelby,Iowa,2.24
Sioux,Iowa,2.64
Story,Iowa,2.27
Tama,Iowa,2.46
Taylor,Iowa,2.36
Union,Iowa,2.31
Van Buren,Iowa,2.36
Wapello,Iowa,2.38
Warren,Iowa,2.54
Washington,Iowa,2.45
Wayne,Iowa,2.41
Webster,Iowa,2.14
Winnebago,Iowa,2.17
Winneshiek,Iowa,2.17
Woodbury,Iowa,2.53
Worth,Iowa,2.29
Wright,Iowa,2.22
Allen,Kansas,2.36
Anderson,Kansas,2.46
Atchison,Kansas,2.44
Barber,Kansas,2.3
Barton,Kansas,2.42
Bourbon,Kansas,2.39
Brown,Kansas,2.52
Butler,Kansas,2.57
Chase,Kansas,2.33
Chautauqua,Kansas,2.27
Cherokee,Kansas,2.49
Cheyenne,Kansas,2.06
Clark,Kansas,2.18
Clay,Kansas,2.11
Cloud,Kansas,2.33
Coffey,Kansas,2.22
Comanche,Kansas,2.06
Cowley,Kansas,2.39
Crawford,Kansas,2.36
Decatur,Kansas,1.96
Dickinson,Kansas,2.3
Doniphan,Kansas,2.29
Douglas,Kansas,2.36
Edwards,Kansas,2.12
Elk,Kansas,2.16
Ellis,Kansas,2.36
Ellsworth,Kansas,2.21
Finney,Kansas,2.87
Ford,Kansas,2.94
Franklin,Kansas,2.46
Geary,Kansas,2.52
Gove,Kansas,2.06
Graham,Kansas,1.94
Grant,Kansas,2.83
Gray,Kansas,2.76
Greeley,Kansas,2.29
Greenwood,Kansas,2.2
Hamilton,Kansas,3.12
Harper,Kansas,2.26
Harvey,Kansas,2.46
Haskell,Kansas,2.82
Hodgeman,Kansas,2.33
Jackson,Kansas,2.41
Jefferson,Kansas,2.46
Jewell,Kansas,2.04
Johnson,Kansas,2.54
Kearny,Kansas,2.99
Kingman,Kansas,2.16
Kiowa,Kansas,2.34
Labette,Kansas,2.35
Lane,Kansas,2.06
Leavenworth,Kansas,2.74
Lincoln,Kansas,2.26
Linn,Kansas,2.14
Logan,Kansas,2.41
Lyon,Kansas,2.35
McPherson,Kansas,2.18
Marion,Kansas,2.29
Marshall,Kansas,2.31
Meade,Kansas,2.33
Miami,Kansas,2.54
Mitchell,Kansas,2.26
Montgomery,Kansas,2.27
Morris,Kansas,2.34
Morton,Kansas,2.49
Nemaha,Kansas,2.41
Neosho,Kansas,2.41
Ness,Kansas,2.22
Norton,Kansas,2.43
Osage,Kansas,2.36
Osborne,Kansas,2.01
Ottawa,Kansas,2.34
Pawnee,Kansas,2.25
Phillips,Kansas,2.16
Pottawatomie,Kansas,2.68
Pratt,Kansas,2.38
Rawlins,Kansas,2.1
Reno,Kansas,2.39
Republic,Kansas,2.07
Rice,Kansas,2.24
Riley,Kansas,2.39
Rooks,Kansas,2.21
Rush,Kansas,1.99
Russell,Kansas,2.26
Saline,Kansas,2.38
Scott,Kansas,2.33
Sedgwick,Kansas,2.56
Seward,Kansas,2.98
Shawnee,Kansas,2.36
Sheridan,Kansas,2.3
Sherman,Kansas,2.2
Smith,Kansas,2.12
Stafford,Kansas,2.28
Stanton,Kansas,2.35
Stevens,Kansas,3.03
Sumner,Kansas,2.37
Thomas,Kansas,2.23
Trego,Kansas,2.01
Wabaunsee,Kansas,2.49
Wallace,Kansas,2.39
Washington,Kansas,2.21
Wichita,Kansas,2.23
Wilson,Kansas,2.33
Woodson,Kansas,2.24
Wyandotte,Kansas,2.72
Adair,Kentucky,2.57
