DEP_Code,Name,Street_Add,Town_City,Type,Zip Code,tons,Lat,Long,X_Coord,Y_Coord,Status,Score
W439,"Sparrow Enterprises, Ltd.",98r Condor St,Boston,W,2128,,42.38263,71.0365101,238168.2371,903672.9498,M,100
R3604,Spasso,55 Cambridge Pkwy Ste 200,Cambridge,R,2142,97.5,42.36612487,71.0750593,235002.8853,901823.0973,M,100
IH117,SPAUDING HOSP FOR CNTING MC N,DOVE AVENUE,SALEM,IH,1970,99.864,42.509762,70.9013655,249198.0798,917863.595,M,63
IH50,SPAULDING HOSP CNTUING MC CAMB,1575 CAMBRIDGE STREET,CAMBRIDGE,IH,2138,112.347,42.37457628,71.1072178,232349.6425,902749.1467,M,100
IH536,SPAULDING NSG & THRPY CTR NORT,70 FULTON STREET,BOSTON,IH,2109,45.99,42.36230152,71.0533166,236796.063,901407.568,M,100
IH537,SPAULDING NSG & THRPY CTR W RO,1245 CENTRE STREET,BOSTON,IH,2132,26.6085,42.2987238,71.1292868,230568.6666,894315.686,M,62
IH35,SPAULDING REHAB HOSPITAL  BOS,125 NASHUA STREET,BOSTON,IH,2114,184.12425,42.36760796,71.0656139,235780.0676,901991.7516,M,100
IH118,SPAULDING REHAB HOSPITAL  CAP,311 SERVICE ROAD,SANDWICH,IH,2537,37.449,41.73494843,70.4690383,285767.1945,832148.6736,M,63
R1246,Spazio,200 Quincy Ave,Braintree,R,2184,22.5,42.22868928,70.9703875,243719.5098,886605.935,M,100
W440,"Specialty Foods Boston, Inc.",137 Newmarket Sq,Boston,W,2118,,42.33015419,71.0672965,235662.5801,897830.8667,M,66
W441,Specialty Ingredient Management LLC,275 Grove St Ste 2 400,Auburndale,W,2466,,42.33744578,71.2516547,220465.8368,898580.1245,T,66
R1247,Speeder & Earl's,47 Huntington Ave,Boston,R,2116,22.5,42.34826985,71.0781294,234759.8078,899838.5888,M,100
F694,"Spence & Co., Ltd.",76 Campanelli Indus Dr,Brockton,F,2301,,42.10112751,71.0527443,236995.322,872398.5828,M,88
R2979,Spencer Country Inn,500 Main St,Spencer,R,1562,52.5,42.2559764,71.9550083,162455.1687,889601.2377,M,100
R755,Spice Root,23 Spring St,Williamstown,R,1267,18,42.71155919,73.2038917,60423.58826,941501.5635,M,100
R1248,Spike's Junkyard Dogs,108 Brighton Ave,Allston,R,2134,22.5,42.35282591,71.1305066,230442.0507,900324.6364,M,100
F695,Spinelli Bky Ravioli Pastry Sp,282 Bennington St,Boston,F,2128,,42.37869913,71.0289497,238793.2396,903239.7364,M,100
R1249,Spiro's Restaurant,483 Grattan St,Chicopee,R,1020,22.5,42.169429,72.5949512,109529.1833,880468.6731,M,100
R3140,Spoletos,82 Industrial Dr Unit 3,Northampton,R,1060,60,42.33454213,72.6301989,106859.9934,898844.8807,M,100
R2011,Sports Grill Boston,132 Canal St,Boston,R,2114,34.5,42.36481068,71.0604008,236211.0662,901683.2424,M,100
W442,Spring Valley,1941 Gar Hwy,Swansea,W,2777,,41.76611326,71.2597403,219978.2605,835119.889,M,58
IH538,SPRING VALLEY CARE & REHAB CEN,81 CHATHAM STREET,WORCESTER,IH,1609,26.937,42.26255313,71.809776,174441.5406,890278.0147,M,100
IC49,Springfield College,263 Alden Street,Springfield,IC,1109,356.146875,42.10277065,72.5569351,112578.3786,873025.7387,M,100
F696,Springfield Smoked Fish Co Inc,150 Switzer Ave,Springfield,F,1109,,42.13610033,72.5334633,114564.542,876703.6639,M,100
IC90,Springfield Technical Community,One Armory Square,Springfield,IC,1105,130.1832,42.1091149,72.5778705,110855.7533,873752.0174,M,100
C148,Springhill Suites,27 Andrews Pkwy,Devens,C,1434,0,42.52953193,71.6295527,189356.1181,919895.1015,M,63
IH539,SPRINGSIDE REHAB & SKILLED CAR,255 LEBANON AVENUE,PITTSFIELD,IH,1201,36.792,42.4337247,73.3073131,51299.03402,910820.1953,M,100
F697,Spritzes Natural Juice Co,316 Wellesley St,Weston,F,2493,,42.34444724,71.3054846,216028.018,899346.3025,M,100
R2299,Spruce Pond Creamery,370 King St,Franklin,R,2038,37.5,42.06861161,71.3965409,208562.1663,868695.2004,M,100
R3369,Spuds Restaurant,255 Newburyport Tpke,Rowley,R,1969,75,42.71023565,70.9077729,248516.8818,940128.8159,M,100
R2753,Spuds Restaurant & Pub,1 Mack Rd,Woburn,R,1801,45,42.47971629,71.1185701,231362.4482,914423.585,M,100
R438,Spukies'n Pizza,1159 Washington St,Boston,R,2124,16.5,42.34359484,71.0661873,235746.403,899324.2486,T,100
R2300,Square Rigger Restaurant,KATAMA RD,EDGARTOWN,R,2539,37.5,41.36009,70.510705,282783.9221,790475.6747,M,100
W443,Squash Inc,1315 Federal St,Belchertown,W,1007,,42.35049316,72.4699625,120084.6518,900453.9783,M,66
R298,Squire Lounge,604 Squire Rd,Revere,R,2151,15,42.43086849,71.021792,239350.2171,909037.7893,M,100
R1377,Ss Subs,74 Taunton Ave,Seekonk,R,2771,24,41.82375613,71.3441339,212949.0125,841505.8695,M,100
IH540,ST CAMILLUS HEALTH CENTER,447 HILL STREET,NORTHBRIDGE,IH,1588,40.4055,42.15477851,71.6798891,185132.7566,878276.3851,M,51
IH189,ST CHRETIENNE RETIREMENT RESID,197 PLEASANT STREET,MARLBOROUGH,IH,1752,7.227,42.34970269,71.5628944,194817.9447,899913.6943,M,100
IH36,"ST ELIZABETH'S MC, A CARITAS F",736 CAMBRIDGE STREET,BOSTON,IH,2135,157.2858,42.3497013,71.1482604,228980.7763,899971.3841,M,100
IH541,ST JOSEPH MANOR NURSING HOME,215 THATCHER STREET,BROCKTON,IH,2302,38.763,42.07458198,70.9955659,241742.2866,869476.5734,M,100
IH542,ST JOSEPH REHABI & NURSING CAR,321 CENTRE STREET,BOSTON,IH,2122,40.4055,42.2942932,71.0595937,236317.9898,893850.8872,M,100
IH190,ST JOSEPHS ABBEY RESIDENT CARE,167 NORTH SPENCER ROAD,SPENCER,IH,1562,3.942,42.29194311,72.0003244,158739.4016,893617.103,M,100
R299,St Josephs Court Restaurant,85 Eagle St Ste 1,North Adams,R,1247,15,42.70056185,73.1086906,68198.10889,940128.6823,M,100
IH191,ST JULIE BILLIART RESID CARE C,30 JEFFREY'S NECK ROAD,IPSWICH,IH,1938,17.739,42.68867294,70.8289812,254990.4312,937781.3486,M,100
IH192,ST LUKE'S HOME,85 SPRING STREET,SPRINGFIELD,IH,1105,29.2365,42.10658156,72.5850628,110257.3714,873478.1998,M,100
IH543,ST MARY HEALTH CARE CENTER,39 QUEEN STREET,WORCESTER,IH,1610,56.502,42.25804322,71.8143485,174062.4363,889778.4631,M,100
F698,St Ours and Company,1571 Commercial St,East Weymouth,F,2189,,42.2178335,70.9213731,247773.7687,885426.4567,M,100
IH544,ST PATRICK'S MANOR,863 CENTRAL STREET,FRAMINGHAM,IH,1701,109.3905,42.30758856,71.4283281,205909.1885,895236.3972,M,100
IH545,ST RAPHAEL'S TCU at HLY FAMILY,70 EAST ST. 2ND FLOOR,METHUEN,IH,1844,6.8985,42.72568966,71.168658,227137.9361,941729.8469,M,100
IH144,ST VINCENT HOSPITAL,123 SUMMER STREET,WORCESTER,IH,1608,200.35215,42.26677921,71.7956229,175610.8879,890743.2784,M,100
IS16,St. Mark's School,25 Marlboro Rd,Southborough,IS,1772,22.750875,42.30939839,71.5310032,197443.928,895435.4068,M,100
R931,St. Michael's Athletic Club,63 Webster St,Fall River,R,2723,21,41.68774017,71.131696,230663.032,826453.2239,M,100
F699,Stacys Pita Chip Co Inc,11 Randolph Rd,Randolph,F,2368,,42.18670213,71.0290802,238900.2322,881913.9348,M,100
F700,Stage Stop Candy Ltd Inc,411 Main St,Dennis Port,F,2639,,41.66583337,70.1317796,313945.251,824867.7938,M,100
R932,Stagecoach Crossing,687 Pleasant St,Paxton,R,1612,21,42.31100936,71.9275109,164754.727,895702.2074,M,100
R300,Star Drive Inn,140 Myricks St,Berkley,R,2779,15,41.84007749,71.0111093,240605.3613,843423.1941,M,100
G479,Star Market,792 Water St,Framingham,G,1701,192.5,42.32910411,71.4331783,205507.4298,897625.9271,M,100
G480,Star Market,800 Boylston St,Boston,G,2199,187.5,42.3488644,71.0818288,234454.6752,899903.1281,M,100
G481,Star Market,90 River St,Waltham,G,2453,255,42.36938253,71.2197586,223082.6926,902135.6753,M,100
G482,Star Market,65 Dodge St,Beverly,G,1915,225,42.57685869,70.8910371,249993.6801,925322.642,M,100
G483,Star Market,Storey Ave,Newburyport,G,1950,300,42.815615,70.919405,247484.2772,951828.5371,T,100
G484,Star Market,609 Belmont St,Brockton,G,2301,225,42.07214305,71.04372,237758.9903,869183.2421,M,100
G485,Star Market,299 Broadway,Somerville,G,2145,75,42.39218447,71.092453,233556.3264,904710.7005,M,100
F701,Star Pickling Corp,941 Wood St,Swansea,F,2777,,41.76233618,71.2199314,223289.8445,834710.4754,M,100
R3141,Starboard Galley Restaurant,55 Water St Ste 57,Newburyport,R,1950,60,42.81130121,70.8663511,251826.8031,951380.2096,M,100
R1250,Starbucks,71 N Pleasant St Ste 4,Amherst,R,1002,22.5,42.37702791,72.5198912,116006.4509,903449.1484,M,100
R1251,Starbucks,1 Charles St,Boston,R,2114,22.5,42.30073958,71.0600958,236272.8872,894566.6974,T,100
R1252,Starbucks,1 Federal St Lbby 6,Boston,R,2110,22.5,42.3566325,71.0566852,236521.847,900776.4323,M,100
R1253,Starbucks,STATE ST,BOSTON,R,2111,22.5,42.35962484,71.0521506,236893.6712,901110.7585,M,100
R1254,Starbucks,1 International Pl Lbby 3,Boston,R,2110,22.5,42.35668225,71.0513815,236958.7516,900784.2428,M,100
R1255,Starbucks,12 Winter St,Boston,R,2108,22.5,42.3095694,71.0626188,236059.8263,895546.3911,T,100
R1256,Starbucks,125 Summer St Lbby 1,Boston,R,2110,22.5,42.35324516,71.0571775,236483.2398,900399.972,M,100
R1257,Starbucks,142 148 Brookline Ave,Boston,R,2215,22.5,42.34473234,71.1011336,232866.2423,899436.541,M,100
R1258,Starbucks,143 Stuart St,Boston,R,2116,22.5,42.3510077,71.0661182,235747.9089,900147.6612,M,100
R1259,Starbucks,147 151 Massachusetts Ave,Boston,R,2115,22.5,42.3468,71.08746,233991.8126,899671.565,M,100
R1260,Starbucks,165 Newbury St FL 1,Boston,R,2116,22.5,42.35067137,71.0784445,234732.5298,900105.2104,M,100
R1261,Starbucks,2 FANEUIL HALL,BOSTON,R,2109,22.5,42.359796,71.0556618,236604.3271,901128.2574,M,81
R1262,Starbucks,211 CONGRESS ST,BOSTON,R,2110,22.5,42.35475353,71.0546906,236687.2555,900568.5819,M,100
R1263,Starbucks,222 Cambridge St,Boston,R,2114,22.5,42.36115,71.0664257,235716.8447,901274.0902,M,100
R1264,Starbucks,240 Washington St,Boston,R,2108,22.5,42.30167233,71.0771224,234868.4374,894663.2008,T,100
R1265,Starbucks,27 School St Lbby,Boston,R,2108,22.5,42.29664084,71.0748763,235056.4239,894105.254,T,100
R1266,Starbucks,273 Huntington Ave,Boston,R,2115,22.5,42.34194678,71.0860588,234109.8851,899133.0525,M,100
R1267,Starbucks,350 Newbury St Bsmt,Boston,R,2115,22.5,42.34830631,71.0872512,234008.2084,899838.9615,M,100
R1268,Starbucks,364 Brookline Ave,Boston,R,2215,22.5,42.33975241,71.1063076,232442.4631,898881.4132,M,100
R1269,Starbucks,430 MCCLELLAN HWY,BOSTON,R,2128,22.5,42.29868723,71.0829365,234390.6636,894329.2742,M,31
R1270,Starbucks,441 Stuart St Ste L9,Boston,R,2116,22.5,42.34853114,71.0755826,234969.5048,899868.6526,M,100
R1271,Starbucks,443 Boylston St,Boston,R,2116,22.5,42.35139041,71.0729408,235185.5834,900187.3335,M,100
R1272,Starbucks,601 Congress St,Boston,R,2210,22.5,42.34788028,71.0400791,237895.1482,899811.5234,M,100
R1273,Starbucks,627 Tremont St Ste 3,Boston,R,2118,22.5,42.3423826,71.0745757,235055.8712,899186.1171,M,100
R1274,Starbucks,63 65 Court St,Boston,R,2108,22.5,42.35906392,71.0591084,236320.8221,901045.4679,M,100
R1275,Starbucks,75 Federal St 101,Boston,R,2110,22.5,42.355318,71.056512,236536.8749,900630.498,M,100
R1276,Starbucks,84 State St Ste S1,Boston,R,2109,22.5,42.3589327,71.055905,236584.7918,901032.262,M,100
R1277,Starbucks,97 Charles St,Boston,R,2114,22.5,42.29968767,71.0650203,235867.4364,894447.7754,T,100
R1278,Starbucks,470 Washington St Ste 4,Brighton,R,2135,22.5,42.34888089,71.1596096,228046.0579,899876.4624,M,100
R1279,Starbucks,15 Harvard St,Brookline,R,2445,22.5,42.3337626,71.1188667,231410.5023,898211.3938,M,100
R1280,Starbucks,1655 Beacon St,Brookline,R,2445,22.5,42.33885783,71.1367752,229932.198,898770.9073,M,100
R1281,Starbucks,277 Harvard St,Brookline,R,2446,22.5,42.34250074,71.121684,231174.0154,899180.9501,M,100
R1282,Starbucks,1662 Massachusetts Ave,Cambridge,R,2138,22.5,42.3818467,71.1197103,231317.166,903552.0545,M,100
R1283,Starbucks,31 Church St,Cambridge,R,2138,22.5,42.37441,71.1203117,231271.3173,902725.794,M,100
R1284,Starbucks,101 Drum Hill Rd,Chelmsford,R,1824,22.5,42.62371365,71.3637153,211180.2593,930357.9328,M,100
R1285,Starbucks,183 Grove St,Chestnut Hill,R,2467,22.5,42.3025458,71.1522648,228672.2021,894732.2327,M,100
R1286,Starbucks,25 Prospect St Ste 4,Framingham,R,1701,22.5,42.29975216,71.4228433,206362.1821,894366.36,M,100
R1287,Starbucks,6 N MarketSt,Mashpee,R,2649,22.5,41.6180278,70.4902809,284153.7961,819142.3376,M,82
R1288,Starbucks,288 Main St,Melrose,R,2176,22.5,42.45038805,71.067934,235542.3875,911185.7126,M,100
R1289,Starbucks,552 Adams St,Milton,R,2186,22.5,42.2580958,71.0402384,237935.7752,889838.7486,M,100
R1290,Starbucks,555 Hubbard Ave Ste 20,Pittsfield,R,1201,22.5,42.46812082,73.1958672,60543.21974,914451.8328,M,100
R1291,Starbucks,1245 Hancock St,Quincy,R,2169,22.5,42.25219436,71.0041012,240921.2995,889199.9644,M,100
R1292,Starbucks,260 Elm St Ste 1,Somerville,R,2144,22.5,42.39569513,71.1220847,231114.8153,905089.419,M,100
R1293,Starbucks,65 Taunton Depot Dr A,Taunton,R,2780,22.5,41.87831172,71.0667192,235965.0915,847644.7934,M,100
R1294,Starbucks,75 Mount Auburn St,Watertown,R,2472,22.5,42.36666963,71.1811198,226266.3755,901845.514,M,100
R1378,Starbucks,790 CHIEF JUSTICE CUSHING HWY,COHASSET,R,2025,24,42.22071205,70.8015291,257665.7546,885820.2517,M,100
R1379,Starbucks,11 Davis Straits,Falmouth,R,2540,24,41.55583956,70.5998403,275095.9544,812133.3914,M,100
R1380,Starbucks,1729 Massachusetts Ave,Lexington,R,2420,24,42.44718827,71.226809,222474.2926,910776.2548,M,100
R1381,Starbucks,154 Turnpike Rd Ste 100,Southborough,R,1772,24,42.2924181,71.5205135,198308.3046,893549.0535,M,100
R1419,Starbucks,100 Cambridge St,Cambridge,R,2141,25.5,42.37070612,71.0774684,234801.9256,902330.9767,M,100
R1420,Starbucks,542 Main St,Winchester,R,1890,25.5,42.45226974,71.1367297,229882.2947,911368.3422,M,100
R1471,Starbucks,1285 Belmont St Ste 14,Brockton,R,2301,27,42.05849541,71.0680303,235754.9115,867656.93,M,100
R1472,Starbucks,211 Main St,Northampton,R,1060,27,42.31795441,72.6319066,106694.8184,897004.4118,M,100
R1791,Starbucks,434 Southbridge St Ste A,Auburn,R,1501,30,42.20108742,71.8394374,171967.1352,883460.148,M,100
R1792,Starbucks,47 Leonard St,Belmont,R,2478,30,42.3975851,71.1752864,226733.8004,905281.3102,M,100
R1793,Starbucks,29 Enon St,Beverly,R,1915,30,42.58548556,70.8848449,250495.113,926284.5641,M,100
R1794,Starbucks,473 Harvard St,Brookline,R,2446,30,42.3470221,71.1286085,230601.2382,899680.6543,M,100
R1795,Starbucks,300 Providence Hwy,Dedham,R,2026,30,42.25317062,71.1715677,227101.7261,889241.6243,M,100
R1796,Starbucks,189 Boston Post Rd W,Marlborough,R,1752,30,42.33888059,71.5900108,192582.4762,898713.6174,M,100
R1797,Starbucks,784 Plain St,Marshfield,R,2050,30,42.10643906,70.7503227,262004.81,873164.0359,M,100
R1929,Starbucks,90 Pleasant Valley St # 170,Methuen,R,1844,31.5,42.74213613,71.1560465,228163.4795,943560.9329,M,100
R2301,Starbucks,874 Commonwealth Ave,Brookline,R,2445,37.5,42.35091,71.114785,231738.285,900117.5564,T,100
R2302,Starbucks,89 Pleasant St Ste 4,Marblehead,R,1945,37.5,42.50238973,70.8560307,252929.9779,917071.8408,M,100
R2303,Starbucks,2 Commerce Way,Seekonk,R,2771,37.5,41.7926619,71.3254902,214504.9508,838055.2954,M,100
R2401,Starbucks,68a Central St,Wellesley,R,2482,40.5,42.29603734,71.2969164,216746.8366,893970.7944,M,100
R2754,Starbucks,1000 Providence Hwy,Norwood,R,2062,45,42.1773283,71.1916064,225478.6266,880811.4316,M,100
R301,Starbucks,23 S Bolton St,Marlborough,R,1752,15,42.34894764,71.5457789,196228.0962,899828.928,M,82
R302,Starbucks,1154 BOYLSTON ST,CHESTNUT HILL,R,2467,15,42.32353272,71.1635891,227729.2757,897059.6062,M,100
R303,Starbucks,562 Turnpike St,North Andover,R,1845,15,42.66557766,71.1153846,231531.2714,935070.5646,M,100
R304,Starbucks,711 Somerville Ave,Somerville,R,2143,15,42.38584454,71.1142368,231765.9023,903998.1434,M,100
R305,Starbucks,980 MAIN ST,SOUTH WEYMOUTH,R,2190,15,42.17119868,70.9553637,245000.4834,880228.2083,M,51
R439,Starbucks,327 Broadway,Arlington,R,2474,16.5,42.41432074,71.1502738,228785.4634,907148.3967,M,100
R440,Starbucks,468 Broadway,Cambridge,R,2138,16.5,42.3739658,71.1127604,231893.4663,902679.2502,M,100
R441,Starbucks,655 Massachusetts Ave,Cambridge,R,2139,16.5,42.3655074,71.1038937,232628.092,901743.0798,M,100
R442,Starbucks,159 Sudbury Rd,Concord,R,1742,16.5,42.45585385,71.3562408,211824.8614,911712.7941,M,100
R443,Starbucks,184 Lincoln St,Hingham,R,2043,16.5,42.24920085,70.9043926,249151.4038,888920.1161,M,100
R444,Starbucks,910 HIGHLAND AVE,NEEDHAM HEIGHTS,R,2494,16.5,42.2931544,71.2352106,221836.2424,893664.5285,M,57
R445,Starbucks,23 Market Sq,Newburyport,R,1950,16.5,42.8112683,70.8696154,251559.8442,951374.5752,M,100
R446,Starbucks,16 AUSTIN ST,NEWTONVILLE,R,2460,16.5,42.35052678,71.2076986,224083.2104,900044.5858,M,100
R447,Starbucks,723 Broadway,Saugus,R,1906,16.5,42.47762298,71.0229813,239223.303,914230.6145,M,100
R448,Starbucks,44 Main St Ste 1,Wayland,R,1778,16.5,42.31687099,71.3635186,211250.9354,896273.9673,M,100
R449,Starbucks,736 High St,Westwood,R,2090,16.5,42.22322965,71.223036,222865.4548,885900.906,M,100
R756,Starbucks,244 NEEDHAM ST,NEWTON UPPER FALLS,R,2464,18,42.3094045,71.2147696,223515.8973,895474.9393,M,100
R757,Starbucks,513 Boston Post Rd,Sudbury,R,1776,18,42.36024908,71.4309596,205687.4925,901085.5427,M,100
R870,Starbucks,708 Bliss Rd,Longmeadow,R,1106,19.5,42.05643515,72.5545073,112715.5512,867877.1099,M,100
R871,Starbucks,1346 Worcester Rd,Natick,R,1760,19.5,42.29900385,71.3870121,209316.8657,894286.5352,M,100
R872,Starbucks,240 Andover St Ste E,Peabody,R,1960,19.5,42.54652252,70.9470362,245418.2676,921921.583,M,100
R873,Starbucks,1016 Paradise Rd Ste 1,Swampscott,R,1907,19.5,42.48430128,70.9002868,249306.6108,915036.0986,M,100
R933,Starbucks,14 Main St,Andover,R,1810,21,42.6561522,71.1402849,229494.3409,934014.632,M,100
R934,Starbucks,1465 Massachusetts Ave,Arlington,R,2476,21,42.4251179,71.1883919,225643.649,908335.5559,M,100
R935,Starbucks,186 Great Rd Ste 9,Bedford,R,1730,21,42.489444,71.2727465,218682.7104,915458.9043,M,100
R936,Starbucks,242 Elliott St,Beverly,R,1915,21,42.55665444,70.8894103,250143.2968,923079.3125,M,100
R937,Starbucks,2 BRIDGE APPROACH ST,BUZZARDS BAY,R,2532,21,41.7520824,70.5958316,275199.3212,833931.9464,M,100
R938,Starbucks,222 Alewife Brook Pkwy,Cambridge,R,2138,21,42.38869234,71.143077,229389.7279,904304.1279,M,100
R939,Starbucks,36 JFK St Ste 2,Cambridge,R,2138,21,42.3725895,71.1201341,231286.8452,902523.6453,T,100
R940,Starbucks,750 Memorial Dr,Cambridge,R,2139,21,42.35809757,71.1154202,231682.3528,900915.6834,M,64
R941,Starbucks,620 Memorial Dr,Chicopee,R,1020,21,42.17578434,72.5764297,111068.3541,881155.043,M,100
R942,Starbucks,42 N Main St,East Longmeadow,R,1028,21,42.06650054,72.5140235,116079.6363,868954.3698,M,100
R943,Starbucks,1972 Washington St,Hanover,R,2339,21,42.15298201,70.8461047,254043.3398,878268.3205,M,100
R944,Starbucks,1116 Main St,Haverhill,R,1830,21,42.80751235,71.1017839,232572.6561,950842.8285,M,100
R945,Starbucks,1 Derby St Ste 4,Hingham,R,2043,21,42.18072764,70.9004219,249532.5279,881317.0384,M,100
R946,Starbucks,14 Commercial Rd Ste 2,Leominster,R,1453,21,42.5343209,71.74228,180096.1139,920447.2517,M,100
R947,Starbucks,601 Donald Lynch Blvd # 2132,Marlborough,R,1752,21,42.3544315,71.6121173,190763.0174,900443.1149,M,100
R948,Starbucks,11 Dannys Cor,Mashpee,R,2649,21,41.62070256,70.4637192,286363.8281,819465.9457,T,100
R949,Starbucks,5 Revere Pl,Medford,R,2155,21,42.42029549,71.0998137,232935.6185,907830.3117,M,100
R950,Starbucks,521 Main St,Melrose,R,2176,21,42.4555701,71.064996,235781.1329,911762.5513,M,100
R951,Starbucks,1269 CENTRE ST,NEWTON CENTRE,R,2459,21,42.33018,71.194805,225153.6204,897788.2766,M,55
R952,Starbucks,259 Centre St,Newton,R,2458,21,42.3591075,71.1851719,225935.6997,901004.3028,M,100
R953,Starbucks,199 Boston Rd Ste 15,North Billerica,R,1862,21,42.5810064,71.2882139,217385.8654,925626.503,M,100
R954,Starbucks,210 Andover St Unit 102,Peabody,R,1960,21,42.54332875,70.9422019,245817.6501,921569.4053,M,100
R955,Starbucks,100 Colony Place Rd,Plymouth,R,2360,21,41.95248761,70.7128156,265264.6849,856093.2551,M,100
R956,Starbucks,101 Falls Blvd,Quincy,R,2169,21,42.2385199,70.9847352,242528.5254,887690.5862,M,100
R957,Starbucks,24 Walkers Brook Dr,Reading,R,1867,21,42.51981436,71.0950849,233272.3176,918886.5518,M,100
R958,Starbucks,211 Washington St,Salem,R,1970,21,42.51908156,70.8954922,249673.4188,918902.2001,M,100
R959,Starbucks,1089 E Columbus Ave,Springfield,R,1105,21,42.09578953,72.5850969,110239.3072,872279.6458,M,100
R960,Starbucks,985 PROVIDENCE HWY,EAST WALPOLE,R,2081,21,42.14034143,71.2185117,223269.348,876695.5446,M,36
R961,Starbucks,101 Linden St,Wellesley,R,2482,21,42.29781082,71.29544,216868.108,894168.0742,M,100
R962,Starbucks,1100 UNION ST,WESTBOROUGH,R,1581,21,42.26935427,71.61016,190912.0693,890992.9056,M,51
R963,Starbucks,280a E Main St,Westfield,R,1085,21,42.11434409,72.727905,98456.46173,874500.4881,M,100
R964,Starbucks,174 Littleton Rd Ste 3,Westford,R,1886,21,42.56756353,71.4225319,206360.8423,924114.5341,M,100
R965,Starbucks,271 Main St Spc 253,Wilmington,R,1887,21,42.55487528,71.1802149,226262.5329,922751.4348,M,100
R966,Starbucks,99 Commerce Way Unit A,Woburn,R,1801,21,42.51547303,71.1362116,229894.9745,918389.0886,M,100
C149,Starwood Hotels & Resorts,1505 Washington St,Braintree,C,2184,0,42.18662042,71.0082117,240624.1061,881914.5877,M,100
W444,State Fruit Food Service,488 Belleville Ave,New Bedford,W,2746,,41.6645911,70.9230002,248055.1102,823978.4484,M,66
G486,State Street Fruit Store,31 Main St,Florence,G,1062,67.5,42.33482119,72.6683162,103719.3555,898918.1984,M,100
G487,State Street Fruit Store,51 State St,Northampton,G,1060,67.5,42.31933764,72.6342334,106505.0725,897160.5896,M,100
F702,Station Donuts Inc,4610 Washington St,Boston,F,2131,,42.27622311,71.1394038,229744.9971,891812.8667,M,100
R2304,Stats Bar & Grille,77 Dorchester St,Boston,R,2127,37.5,42.33578425,71.0450601,237491.9078,898465.7589,M,100
W445,"Stavis Seafoods, Inc.",212 Northern Ave Ste 305,Boston,W,2210,,42.35043,71.038475,238025.7794,900095.4476,M,66
R758,Steak Loft Restaurant,369 W Main St Ste 8,Northborough,R,1532,18,42.30590242,71.6633596,186531.0092,895059.5232,M,100
R306,Steamboat Wharf Fish Pizza,10 Broad St,Nantucket,R,2554,15,41.285446,70.0983215,317425.6403,782669.7998,M,100
W446,Stearns Meats,137 Southbridge Rd,Charlton,W,1507,,42.12807082,72.0050341,158243.2337,875417.8481,T,66
R759,Stefano's,30 Chauncy St,Mansfield,R,2048,18,42.0323563,71.2177411,223372.7429,864701.7766,M,100
R2755,Stellina,47 Main St,Watertown,R,2472,45,42.36612484,71.1856403,225894.2416,901783.6193,M,100
R3609,Stephanies On Newbury,190 Newbury St,Boston,R,2116,99,42.35041849,71.07947,234648.1719,900076.7048,M,100
R3142,Stephen Anthony's Restaurant,999 Boston Post Rd E,Marlborough,R,1752,60,42.35119964,71.4889756,200908.3154,900078.1179,M,100
IH546,STERLING VILLAGE,18 DANA HILL ROAD,STERLING,IH,1564,46.9755,42.40784787,71.7978669,175480.4743,906413.203,M,100
W447,"Steve Connolly Seafood Company, Inc.",431 Main St,Gloucester,W,1930,,42.67050943,71.8100016,174587.6295,935593.5046,T,66
IH193,"STEVENS BENNETT HOME, INC.",337 MAIN STREET,HAVERHILL,IH,1830,9.855,42.78235715,71.0771368,234602.5364,948058.0556,M,100
R1295,Steve's Greek Cuisine,316 Newbury St,Boston,R,2115,22.5,42.34878497,71.0855204,234150.5598,899892.8209,M,100
R307,Steve's Ice Cream,120 FANEUIL HALL,BOSTON,R,2109,15,42.3601743,71.0557685,236595.3184,901170.2315,M,44
F703,Stickney & Poor Spice Co,12 Alpha Rd,Chelmsford,F,1824,,42.592765,71.32497,214365.8235,926925.842,M,100
R760,Still Hart's Cafe,47 Forest St,North Brookfield,R,1535,18,42.2723,72.08117,152057.4829,891477.5636,M,100
F704,Stirrings Better Cocktails,1 West St Unit 2,Fall River,F,2720,,41.7270284,71.1450451,229533.5044,830812.1296,M,100
R3678,Stockyard,135 Market St,Boston,R,2135,112.5,42.36022091,71.0552526,236637.7875,901175.6303,T,82
R3143,Stoddards Pub,50 Temple Pl,Boston,R,2111,60,42.35511,71.062095,236077.0411,900605.0184,M,100
R2305,Stone Hearth Pizza,57 Leonard St,Belmont,R,2478,37.5,42.39774582,71.1751454,226745.3356,905299.2069,M,100
F705,Stone House Farm Inc,276 Washington St,Boxford,F,1885,,42.70979339,71.0803425,234379.8829,939995.8296,M,100
IH547,"STONE INSTITUTE, THE",277 ELLIOT STREET,NEWTON,IH,2164,26.937,42.33247488,71.1518238,228694.9958,898056.7481,M,92
R2869,Stonebridge Cafe,1285 Belmont St Ste 9,Brockton,R,2301,48,42.05849541,71.0680303,235754.9115,867656.93,M,100
R2306,Stoneforge Tavern,90 Paramount Dr,Raynham,R,2767,37.5,41.90390008,71.0360458,238495.6993,850500.2123,M,100
IH548,STONEHEDGE HEALTH CARE CENTER,5 REDLANDS ROAD,BOSTON,IH,2132,25.9515,42.28759076,71.1512019,228766.637,893071.4699,M,100
