"r_sq","mape","att","cf","sample_size","county_id","iterations","ban_year","donor_number","chosen_donor","treated_state"
0.166315999898023,0.000197739248258907,-0.0065022594759569,3.91754690884475,5,"TX",5000,2014,"donor_1",13,"VT"
0.140734686943975,0.000558886475165665,-0.026254822213586,3.99701491840191,6,"TX",6000,2014,"donor_1",7,"VT"
0.648907230086101,0.00059515417179005,-0.0263716468875665,3.99749451614908,7,"TX",7000,2014,"donor_1",18,"VT"
0.0864207946688411,0.00062419765365825,-0.0296525760040765,4.01101080508517,8,"TX",8000,2014,"donor_1",11,"VT"
0.248978158280601,0.000675834737473494,-0.0176909065995356,3.96216835259154,9,"TX",9000,2014,"donor_1",6,"VT"
0.209407969245017,0.00127874568867477,-0.0257145491124479,3.99479844309347,10,"TX",10000,2014,"donor_1",8,"VT"
0.781956960147837,0.00762242139625705,-0.0204974183222737,4.24709109190404,3,"UT",3000,2014,"donor_1",5,"VT"
0.781956960147837,0.00762242139625705,-0.0204974183222737,4.24709109190404,3,"UT",3000,2014,"donor_1",5,"VT"
0.804008123750103,0.00934176345246655,-0.0104332241130264,4.20389688751599,4,"UT",4000,2014,"donor_1",8,"VT"
0.822819790521897,0.0100855148733533,-0.0218278880390917,4.25286781157663,5,"UT",5000,2014,"donor_1",1,"VT"
0.813318777003908,0.0109151569178733,-0.0230062810145547,4.25799737326915,6,"UT",6000,2014,"donor_1",6,"VT"
0.829376048752465,0.0113094655210039,-0.0102158890679076,4.20297380327001,7,"UT",7000,2014,"donor_1",1,"VT"
0.781158633405383,0.0120455207930263,-0.00654964478237773,4.1874630848858,8,"UT",8000,2014,"donor_1",2,"VT"
0.792672223536217,0.0123379800577825,-0.0267677975313173,4.27445441960121,9,"UT",9000,2014,"donor_1",5,"VT"
0.799516696959213,0.0128973466014973,-0.00833983707896433,4.195022493277,10,"UT",10000,2014,"donor_1",2,"VT"
0.916722532684945,0.0015366011801408,-0.0260628622139051,3.49469222242636,3,"WA",3000,2014,"donor_1",9,"VT"
0.916722532684945,0.0015366011801408,-0.0260628622139051,3.49469222242636,3,"WA",3000,2014,"donor_1",6,"VT"
0.990900261141521,0.000415633343783399,-0.0237936908748836,3.48656888276372,4,"WA",4000,2014,"donor_1",4,"VT"
0.996105276848936,0.000545865916224445,-0.0246339907123132,3.48957264057102,5,"WA",5000,2014,"donor_1",2,"VT"
0.952868327233957,0.000504837007154313,-0.0137080215077884,3.45091576812427,6,"WA",6000,2014,"donor_1",20,"VT"
0.991689458961271,0.000371750228938243,-0.0211428117466334,3.47712677742758,7,"WA",7000,2014,"donor_1",11,"VT"
0.986350958670254,0.000346704790253338,-0.0386855071028859,3.54057966014409,8,"WA",8000,2014,"donor_1",3,"VT"
