"sample_size","ban_year","att","mape","r_sq","i","treated_state"
4,2015,0.0081488153991179,0.0288612264330002,0.548569790110449,9,"All"
5,2015,0.00811850463291746,0.0263511822340882,0.587481337292317,9,"All"
6,2015,0.00748669878369599,0.0228874678165037,0.693217329418573,9,"All"
7,2015,0.00520489416052272,0.0212129039967041,0.765287343263852,9,"All"
8,2015,0.00252410801043768,0.0192358446667004,0.849279141617331,9,"All"
9,2015,0.00284377879375939,0.0197762508737625,0.864270770452442,9,"All"
10,2015,0.00438668838866896,0.020763074028118,0.875007486831203,9,"All"
3,2015,-0.0260127559287498,0.0228405784951863,0.823500167228446,10,"All"
4,2015,-0.0268055434904387,0.0237691370947251,0.835670797885406,10,"All"
5,2015,-0.0234901074629161,0.0252918277099703,0.840391962955573,10,"All"
6,2015,-0.0244412716963611,0.0263957092311668,0.845943685926239,10,"All"
7,2015,-0.0242335376063322,0.0275796425194541,0.847364835179131,10,"All"
8,2015,-0.0241259418132765,0.028720541440298,0.84914788741104,10,"All"
9,2015,-0.0216964334450408,0.0305473629754243,0.846058041952857,10,"All"
10,2015,-0.021523324813445,0.0318141012346239,0.845005838030692,10,"All"
3,2015,0.00981997771835808,0.0149934914265672,0.777078607042519,11,"All"
4,2015,0.0080809545321176,0.0159263194616826,0.80926691359381,11,"All"
5,2015,0.00915519121767169,0.0166042462560368,0.810523544519165,11,"All"
6,2015,0.00953906133768884,0.0174624529333321,0.824406516233726,11,"All"
7,2015,0.00929429733010695,0.0188934369421385,0.82348622589824,11,"All"
8,2015,0.0100099416717182,0.0198024735773558,0.826447942811498,11,"All"
9,2015,0.010849355054119,0.0212924085173453,0.824770317218841,11,"All"
10,2015,0.0113869377665055,0.0226265973197862,0.825555032123054,11,"All"
3,2015,0.00237551785063574,0.014237067491092,0.842353028255684,12,"All"
4,2015,0.000790337625526473,0.0152126597627226,0.858451000338673,12,"All"
5,2015,0.000689329703622196,0.0163570633705686,0.877846819117668,12,"All"
6,2015,0.000120136014441676,0.0174619767524102,0.885100425080562,12,"All"
7,2015,1.16511937192455e-05,0.0183700958791139,0.889645951465826,12,"All"
8,2015,0.00101452570370327,0.0193143936190595,0.893379538059664,12,"All"
9,2015,0.000949536966299023,0.0201622036658482,0.892654664064238,12,"All"
10,2015,0.000708302008741937,0.0207528767252132,0.895894513273107,12,"All"
3,2015,0.0217187124435092,0.0208117745191417,0.695949555135511,13,"All"
4,2015,0.022077937654359,0.0241597209058468,0.698668115176577,13,"All"
5,2015,0.0203223785914203,0.0248969540371861,0.734345660707134,13,"All"
6,2015,0.0184659207036938,0.025163187087735,0.793184541966399,13,"All"
7,2015,0.0186951405231373,0.0250312574620869,0.836464828004834,13,"All"
8,2015,0.0206011288419656,0.0253614385756691,0.89355014597126,13,"All"
9,2015,0.0202563622689823,0.026584760031216,0.89237981961489,13,"All"
10,2015,0.0204986915137281,0.027403371185196,0.896798059545143,13,"All"
3,2015,-0.005510863732243,0.0169479386221674,0.70109041391519,14,"All"
4,2015,-0.0092521682764226,0.0143666859100537,0.754147705129042,14,"All"
5,2015,-0.00778189357756566,0.0113507993646558,0.782378278078791,14,"All"
6,2015,-0.0113277330894971,0.0090530513278158,0.822508273852254,14,"All"
7,2015,-0.0112938956473782,0.00877596504297934,0.830006153465354,14,"All"
8,2015,-0.0123310026858334,0.00895834921598611,0.842247000813694,14,"All"
9,2015,-0.010495298803205,0.0102387358577269,0.838677677230662,14,"All"
10,2015,-0.0109126435349583,0.011207362061579,0.838394790780026,14,"All"
3,2015,-0.00528304206274223,0.02189176955906,0.50847115626959,15,"All"
4,2015,-0.00160248883310128,0.021359859092462,0.512318656279211,15,"All"
5,2015,0.00128871596324971,0.0191677516273151,0.549556489532211,15,"All"
6,2015,-0.000549228105962118,0.0157979654645792,0.622745882055245,15,"All"
7,2015,0.00120553669170407,0.0124724037875953,0.691409731240005,15,"All"
8,2015,-0.00441424567631457,0.00985911450250626,0.755127479347157,15,"All"
9,2015,-0.00441020674592537,0.0100082562312912,0.769589493516193,15,"All"
10,2015,-0.00292099755659524,0.0103390556730778,0.763319885499685,15,"All"
3,2015,0.0196228267177161,0.0287353511217633,0.801266315464859,16,"All"
4,2015,0.0212128724142535,0.0316131941071023,0.815384740581724,16,"All"
5,2015,0.022467645291376,0.0336728073526184,0.821618768367722,16,"All"
6,2015,0.0240179645947333,0.0358661454209241,0.838035852090507,16,"All"
7,2015,0.0242341771536022,0.0379849449140289,0.838976775531568,16,"All"
8,2015,0.0269795357361226,0.0400472914753528,0.839106625618785,16,"All"
9,2015,0.027330698955346,0.0416442687948669,0.838766241764718,16,"All"
10,2015,0.0288638147864336,0.0431994824672705,0.842928287148541,16,"All"
3,2015,0.0120238711162092,0.0210003426386229,0.571822418232455,17,"All"
4,2015,0.0129968915944257,0.020617227647948,0.585337355709633,17,"All"
5,2015,0.0113906864158215,0.0172693173580703,0.616773495395938,17,"All"
6,2015,0.00924685756821138,0.0130439762081281,0.685385377077989,17,"All"
7,2015,0.00914417073092452,0.0107554488069577,0.723976656073154,17,"All"
8,2015,0.00586771860775506,0.00834387455150967,0.777709784037645,17,"All"
9,2015,0.00761707373990066,0.0088243886226717,0.781048144786242,17,"All"
10,2015,0.00811424338109712,0.00924690646775954,0.78301984118786,17,"All"
3,2015,0.0203784370274483,0.0293791461916553,0.670161786583108,18,"All"
4,2015,0.021088388975913,0.0338287807163916,0.660670762039255,18,"All"
5,2015,0.0235367983079418,0.0367753755369998,0.684864240228785,18,"All"
6,2015,0.0241338592286505,0.0393134486876284,0.722537094982568,18,"All"
7,2015,0.025208374449516,0.0415801532505122,0.74931674743583,18,"All"
8,2015,0.0247683375282136,0.0438915801655998,0.785280559016106,18,"All"
9,2015,0.0254983897629661,0.0455363175680664,0.789751786163928,18,"All"
10,2015,0.0265582303035517,0.0473926137465349,0.784878113093957,18,"All"
3,2015,-0.0102484536888641,0.0233678455048907,0.751758599697402,19,"All"
4,2015,-0.00911080621974029,0.0239954771500135,0.771696933832018,19,"All"
5,2015,-0.00902724835157938,0.0255269133655733,0.76800701045896,19,"All"
6,2015,-0.00968172811831403,0.0264762910797168,0.772696079730175,19,"All"
7,2015,-0.00980485233562219,0.0277927644214719,0.767843173596456,19,"All"
8,2015,-0.00966866241871986,0.0287078825187078,0.770750854959209,19,"All"
9,2015,-0.00779498271502358,0.0306666589555791,0.765479923399187,19,"All"
10,2015,-0.00782888510102446,0.0320182371389737,0.761081789713703,19,"All"
3,2015,-0.0282148998557359,0.0182907950419249,0.729752312906633,20,"All"
4,2015,-0.033118564829437,0.0155752320829126,0.78030152023597,20,"All"
5,2015,-0.0309932326272838,0.0131498304891378,0.815090794948361,20,"All"
6,2015,-0.0310406575472925,0.0111588580566406,0.859728840886419,20,"All"
7,2015,-0.0327977907643862,0.0111446961544004,0.875997179584044,20,"All"
8,2015,-0.0321262137348993,0.0110302203767815,0.884565705217212,20,"All"
9,2015,-0.0314832864011175,0.0122876112087423,0.886115184937947,20,"All"
10,2015,-0.030579416656571,0.0131252989111951,0.890349643257672,20,"All"
3,2015,0.000167756610088335,0.0137254174812831,0.853369338038211,21,"All"
4,2015,-0.000356021246802038,0.01451482705305,0.86521327697321,21,"All"
5,2015,0.00182032267092925,0.0160530008980692,0.87773149087561,21,"All"
6,2015,0.000905206929561979,0.0168456401869172,0.884882013839555,21,"All"
7,2015,0.00248608839360438,0.0179359321725132,0.888105688789718,21,"All"
8,2015,0.00192786670245495,0.0188361574840981,0.891151679104975,21,"All"
9,2015,0.00348025874918248,0.0197326025036695,0.891692810017612,21,"All"
10,2015,0.00374369781989071,0.0206149862163887,0.894178183679743,21,"All"
3,2015,0.0192806756421017,0.0179535654165508,0.770934496556884,22,"All"
4,2015,0.0207952595901873,0.0202581464005615,0.791106502198214,22,"All"
5,2015,0.0205765395246435,0.0221994927311048,0.801573686827711,22,"All"
6,2015,0.0210861953743617,0.0238811989846635,0.808553609968914,22,"All"
7,2015,0.0212743601148574,0.0257597095483759,0.805376090471289,22,"All"
8,2015,0.0212433966739831,0.0272245865256896,0.809236103385138,22,"All"
9,2015,0.0222771918491215,0.0283928644389935,0.808615742284063,22,"All"
10,2015,0.0229270169337832,0.0297607363308711,0.809509637575933,22,"All"
