"sample_size","county_id","ban_year","att","rsq","mape","attempt"
7,"boulderM2",2016,0.404702253486084,0.0148057425966505,0.486991355690998,44
7,"seattleM1",2015,-0.0476511964774321,0.553623296627677,9.60746194481803e-05,44
8,"boulderM2",2016,0.5173996322791,0.0738815958564901,0.500475758710034,44
8,"seattleM1",2015,0.0509269842498424,0.431302399266744,6.13355494604988e-06,44
9,"boulderM2",2016,0.595726712683468,0.182977492733235,0.471627999278903,44
9,"seattleM1",2015,0.0995623493498839,0.232752209626611,2.79103309125441e-06,44
10,"boulderM2",2016,0.614603536769347,0.0686187519575424,0.503692201825203,44
10,"seattleM1",2015,0.083134917068629,0.284718713074198,2.8213055675126e-05,44
3,"boulderM2",2016,0.389218397188203,0.00915305613379302,0.400824845889621,45
3,"seattleM1",2015,0.13785781394827,0.365009461904941,3.25418961819525e-05,45
4,"boulderM2",2016,0.401047895517148,0.00781539542656751,0.411826524472403,45
4,"seattleM1",2015,0.0824493554525263,0.028094978971281,5.10980959964685e-05,45
5,"boulderM2",2016,0.463034458280675,0.184188172389391,0.468053739184656,45
5,"seattleM1",2015,0.0648024052747772,0.27719191292999,0.000191865231128893,45
6,"boulderM2",2016,0.402216583291605,0.0574984157866699,0.470200936254336,45
6,"seattleM1",2015,0.173564271728242,0.0614806037352694,5.28293885546924e-05,45
7,"boulderM2",2016,0.56486393612162,0.0289709179581558,0.50257301032065,45
7,"seattleM1",2015,0.142607325814073,0.750023649005673,1.52323764957844e-05,45
8,"boulderM2",2016,0.464655579413073,0.151107671979019,0.500389543792424,45
8,"seattleM1",2015,0.0283181196905891,0.699172117674114,3.16622980128757e-05,45
9,"boulderM2",2016,0.568908477914449,0.0880182524383148,0.487328969884795,45
9,"seattleM1",2015,0.0549562249777026,0.400654833141328,3.85810612035279e-06,45
10,"boulderM2",2016,0.498960252661878,0.0452901922487986,0.502722418587176,45
10,"seattleM1",2015,0.180048397035889,0.52986928140496,5.22111728167715e-05,45
3,"boulderM2",2016,0.416956928733404,0.065985513824211,0.37781478410037,46
3,"seattleM1",2015,0.148487238209215,0.47473342301115,0.000177373028950709,46
4,"boulderM2",2016,0.41187046992822,0.0678160985865728,0.463811061419834,46
4,"seattleM1",2015,0.153028074577501,0.189295138491607,6.68205387640378e-05,46
5,"boulderM2",2016,0.649603987140596,0.135333177162864,0.463578667972456,46
5,"seattleM1",2015,0.120906144126717,0.453765485865832,0.000120845583099581,46
6,"boulderM2",2016,0.410291569412094,0.0969256436305878,0.477739031560081,46
6,"seattleM1",2015,0.0757967648903339,0.1272819304367,7.38642313048423e-05,46
7,"boulderM2",2016,0.513456411141065,0.00340544038321944,0.485705909001409,46
7,"seattleM1",2015,0.179417748570559,0.513363311235533,8.88904623217619e-05,46
8,"boulderM2",2016,0.504681203743865,0.00823154049987329,0.48324076196498,46
8,"seattleM1",2015,0.0933720941132047,0.150016454018103,6.6426210298498e-05,46
9,"boulderM2",2016,0.57750402091241,0.0524580112839386,0.498338234089898,46
9,"seattleM1",2015,0.101364053468095,0.797160724317155,2.10014412100524e-06,46
10,"boulderM2",2016,0.412550110747703,0.0446460593889991,0.515744716897308,46
10,"seattleM1",2015,0.172860300065543,0.639219323372086,5.59681147734811e-07,46
3,"boulderM2",2016,0.386357877900751,0.0976214341772033,0.407658316130644,47
3,"seattleM1",2015,0.156182844349655,0.811904249713077,7.88652116155842e-05,47
4,"boulderM2",2016,0.541193516616951,0.159353272104069,0.432410527660941,47
4,"seattleM1",2015,0.188852777732507,0.19321843988711,0.000103525464826144,47
5,"boulderM2",2016,0.557144635665772,0.169707919737766,0.478323993033928,47
5,"seattleM1",2015,0.0349663875223019,0.51907708025715,6.95876160901793e-05,47
6,"boulderM2",2016,0.555387293099518,0.0713513649921302,0.419527488778324,47
6,"seattleM1",2015,0.0894480224421059,0.711261192014298,1.30323556830618e-05,47
7,"boulderM2",2016,0.287917721205327,0.122285797374906,0.491185328855638,47
7,"seattleM1",2015,0.175161299059676,0.434347541235912,1.97941920826317e-05,47
8,"boulderM2",2016,0.48399111328189,0.0117817568977191,0.495799534482899,47
8,"seattleM1",2015,0.158467960643905,0.758522044085981,8.82421558334034e-06,47
9,"boulderM2",2016,0.310824627155848,0.00567693792085511,0.451251094008541,47
9,"seattleM1",2015,0.0676252789759429,0.166918417441479,4.19647066852922e-06,47
10,"boulderM2",2016,0.445357149168499,0.0269078491611711,0.481348845913418,47
10,"seattleM1",2015,0.0216871232260069,0.941885369045356,1.80539369396183e-05,47
3,"boulderM2",2016,0.408489021392418,0.0677116248177032,0.461337196995687,48
3,"seattleM1",2015,0.141372566293533,0.676026866341399,3.5432821863116e-05,48
4,"boulderM2",2016,0.477153725627702,0.0368137167052316,0.439251085416954,48
4,"seattleM1",2015,0.134002195755507,0.760374626296328,0.000289600629515058,48
5,"boulderM2",2016,0.30032960547456,0.00443200402100397,0.463507066981035,48
5,"seattleM1",2015,-0.152308941894628,0.0244307460860467,0.000303040168017267,48
6,"boulderM2",2016,0.52973206648526,0.0117565395596064,0.482566213856986,48
6,"seattleM1",2015,0.0984183972588395,0.082261177085855,3.84871978802749e-05,48
7,"boulderM2",2016,0.537529704455268,0.00116715525987732,0.462989934702851,48
7,"seattleM1",2015,0.110329198936891,0.735703120786588,0.000183277657647048,48
8,"boulderM2",2016,0.318981318225686,0.221808929056617,0.481069769280685,48
8,"seattleM1",2015,0.111134170844103,0.768217605161212,1.66369832409886e-05,48
9,"boulderM2",2016,0.331336874697535,0.0511712428041312,0.429241749510482,48
9,"seattleM1",2015,0.170526809367536,0.543819465918887,1.2637203760179e-05,48
10,"boulderM2",2016,0.625610769638116,0.0246533794255861,0.501904578939327,48
10,"seattleM1",2015,0.101299950785279,0.930184834274989,1.40621987835731e-05,48
3,"boulderM2",2016,0.388069331302289,0.0237515542637883,0.405450592378446,49
3,"seattleM1",2015,0.175648676537624,0.406991619527543,5.09420560724259e-05,49
4,"boulderM2",2016,0.563890373862168,0.103561198801532,0.461919335441623,49
4,"seattleM1",2015,0.16244918343331,0.859519107649414,4.03039048431634e-05,49
5,"boulderM2",2016,0.275088233602693,0.105099546748814,0.409451283992786,49
5,"seattleM1",2015,0.202832774641919,0.727616504316779,2.5373753247807e-05,49
6,"boulderM2",2016,0.558432447299558,0.00631864327581044,0.491873613162738,49
6,"seattleM1",2015,0.128426078277171,0.782525478083134,6.87096190523295e-05,49
7,"boulderM2",2016,0.447503159731807,0.00671951069775667,0.470115639837001,49
7,"seattleM1",2015,0.0537455949861712,0.66175969153232,2.76435575026451e-05,49
8,"boulderM2",2016,0.462600845619055,0.143351535514675,0.490681207859228,49
8,"seattleM1",2015,0.151606051854624,0.174477911926535,8.79110532487847e-05,49
9,"boulderM2",2016,0.516181306765244,0.0546213520301613,0.528121296976726,49
9,"seattleM1",2015,0.123265238619057,0.943347942949304,6.05937362157597e-05,49
10,"boulderM2",2016,0.440130644941279,0.0350703306204381,0.471713971506555,49
10,"seattleM1",2015,0.0578171851873089,0.333278081013021,2.46793989586537e-05,49
3,"boulderM2",2016,0.360276818553786,0.143105581643532,0.410885927711437,50
3,"seattleM1",2015,0.151320591528526,0.109683535459794,2.19759389328587e-06,50
4,"boulderM2",2016,0.458311824758238,0.00411995155725742,0.465461250157127,50
4,"seattleM1",2015,0.121680419832152,0.904564309674616,3.97877682979001e-05,50
5,"boulderM2",2016,0.575181130818615,0.00459972824648647,0.455597210854012,50
5,"seattleM1",2015,0.0816293161188452,0.541420670368495,3.51331083167115e-05,50
6,"boulderM2",2016,0.510304193274343,0.0748478703190562,0.496538998872554,50
6,"seattleM1",2015,0.0451961597674556,0.572279876313542,5.88537667728589e-05,50
7,"boulderM2",2016,0.340048190720501,0.0216606002258063,0.482587456098406,50
7,"seattleM1",2015,0.139744910690683,0.873772545209012,3.52222084427941e-05,50
8,"boulderM2",2016,0.491261622447035,0.107228745518764,0.471461202042794,50
8,"seattleM1",2015,0.030459392184177,0.721867728297157,7.24177488308708e-05,50
9,"boulderM2",2016,0.526280469099764,0.0385865043431196,0.507612688416854,50
9,"seattleM1",2015,0.243367041971426,0.897705637918718,2.22082620062153e-05,50
10,"boulderM2",2016,0.521794568889246,0.0537945013048906,0.499693455388151,50
10,"seattleM1",2015,0.0542112161956771,0.635287073538905,5.39938352631974e-05,50
