GeoName,State,County,LineCode,Description,Unit,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019
"Onslow, NC",NC,Onslow,1,Personal income (thousands of dollars),Thousands of dollars,2159313,2543504,2544441,2736073,2866410,2994879,3201094,3336628,3505900,3624191,3775490,3806112,4155772,4637160,5067689,5380708,5978833,6681919,7262565,7826773,8078221,8181946,8060613,8151302,8278831,8826368,8751673,9132278,9407046
"Onslow, NC",NC,Onslow,2,Population (persons) 1/,Number of persons,151342,146370,147789,146760,147258,148658,147955,150773,149628,150678,151068,153397,150481,158837,157205,161185,163256,169059,173064,186892,184993,190678,192354,191822,193114,192314,195066,196915,197938
"Onslow, NC",NC,Onslow,3,Per capita personal income (dollars) 2/,Dollars,14268,17377,17217,18643,19465,20146,21636,22130,23431,24053,24992,24812,27617,29194,32236,33382,36622,39524,41965,41879,43668,42910,41905,42494,42870,45896,44865,46377,47525
"Orange, NC",NC,Orange,1,Personal income (thousands of dollars),Thousands of dollars,2168082,2382212,2597114,2799299,2971028,3110251,3197052,3305426,3457852,3707950,3952435,3969277,4031297,4882781,5290219,5768019,6271251,6649088,6276541,6563065,6855464,7231638,7254602,7723124,8202718,8609670,9166254,9331917,9678411
"Orange, NC",NC,Orange,2,Population (persons) 1/,Number of persons,96118,98745,102516,105940,108479,110365,112831,114896,116862,116141,118684,117667,118667,119320,121526,124286,127193,129764,132369,133981,134825,137817,139397,140321,141298,142800,143626,147980,148476
"Orange, NC",NC,Orange,3,Per capita personal income (dollars) 2/,Dollars,22556,24125,25334,26423,27388,28181,28335,28769,29589,31926,33302,33733,33972,40922,43532,46409,49305,51240,47417,48985,50847,52473,52043,55039,58053,60292,63820,63062,65185
"Pamlico, NC",NC,Pamlico,1,Personal income (thousands of dollars),Thousands of dollars,174508,193382,201323,216197,232439,252100,274358,285593,298274,314508,320695,318779,329858,352883,376132,394202,426052,433205,427691,448248,459997,479194,476487,477065,487508,494650,519483,521344,550905
"Pamlico, NC",NC,Pamlico,2,Population (persons) 1/,Number of persons,11475,11603,11758,11926,12045,12165,12163,12326,12898,12913,12848,12919,12913,12849,13005,12995,13013,13094,13136,13109,13244,13019,12880,12872,12741,12765,12638,12633,12726
"Pamlico, NC",NC,Pamlico,3,Per capita personal income (dollars) 2/,Dollars,15208,16667,17122,18128,19298,20723,22557,23170,23126,24356,24961,24675,25545,27464,28922,30335,32740,33084,32559,34194,34732,36807,36994,37062,38263,38750,41105,41268,43290
"Pasquotank, NC",NC,Pasquotank,1,Personal income (thousands of dollars),Thousands of dollars,497140,523318,553856,576466,611531,654556,674901,706911,731171,765307,815913,851421,918517,998113,1091893,1191869,1254692,1288947,1284839,1306207,1322309,1360741,1348675,1372379,1415112,1453117,1492330,1539017,1608396
"Pasquotank, NC",NC,Pasquotank,2,Population (persons) 1/,Number of persons,31636,32317,32966,33147,33315,33947,34757,35059,34913,34874,34787,35281,35673,36533,37741,38956,40049,40554,40541,40626,40266,40378,39548,39436,39384,39392,39386,39583,39824
"Pasquotank, NC",NC,Pasquotank,3,Per capita personal income (dollars) 2/,Dollars,15714,16193,16801,17391,18356,19282,19418,20163,20943,21945,23455,24133,25748,27321,28931,30595,31329,31783,31692,32152,32839,33700,34102,34800,35931,36889,37890,38881,40388
"Pender, NC",NC,Pender,1,Personal income (thousands of dollars),Thousands of dollars,459976,509957,544684,581043,632241,702126,761890,776054,830675,891037,952073,945783,975330,1105329,1209914,1313329,1434925,1521287,1519624,1577889,1639907,1711901,1752718,1871995,1963894,2060031,2159435,2300356,2417599
"Pender, NC",NC,Pender,2,Population (persons) 1/,Number of persons,30040,30958,32537,33868,35194,36604,38069,39585,40538,41212,41610,42416,42949,44136,45485,47481,49181,50551,51636,52415,53175,53714,54779,55900,57426,58771,60719,62017,63060
"Pender, NC",NC,Pender,3,Per capita personal income (dollars) 2/,Dollars,15312,16473,16740,17156,17964,19182,20013,19605,20491,21621,22881,22298,22709,25044,26600,27660,29176,30094,29430,30104,30840,31871,31996,33488,34199,35052,35564,37092,38338
"Perquimans, NC",NC,Perquimans,1,Personal income (thousands of dollars),Thousands of dollars,142867,147221,154673,171906,182204,199467,209236,221095,223845,241240,273576,265660,284783,315785,359067,389647,413214,427053,443781,452071,459773,490493,465708,476609,484759,506474,530855,535643,562809
"Perquimans, NC",NC,Perquimans,2,Population (persons) 1/,Number of persons,10484,10501,10599,10633,10661,10900,11000,11125,11234,11413,11533,11598,11696,11817,12102,12494,12901,13292,13273,13480,13498,13587,13634,13538,13463,13402,13439,13381,13463
"Perquimans, NC",NC,Perquimans,3,Per capita personal income (dollars) 2/,Dollars,13627,14020,14593,16167,17091,18300,19021,19874,19926,21137,23721,22906,24349,26723,29670,31187,32030,32129,33435,33536,34062,36100,34158,35205,36007,37791,39501,40030,41804
"Person, NC",NC,Person,1,Personal income (thousands of dollars),Thousands of dollars,485645,521233,552897,585214,617966,665732,710301,735278,784849,830554,862967,883158,924016,983551,1029840,1087686,1150037,1212438,1190259,1206790,1226396,1264444,1264191,1324382,1356631,1377023,1434402,1483938,1544791
"Person, NC",NC,Person,2,Population (persons) 1/,Number of persons,30846,31211,31734,32091,32950,33533,34159,34772,35155,35759,36085,36751,37104,37391,37931,38244,38656,39016,39335,39411,39520,39175,39239,39114,39190,39270,39338,39436,39490
"Person, NC",NC,Person,3,Per capita personal income (dollars) 2/,Dollars,15744,16700,17423,18236,18755,19853,20794,21146,22325,23226,23915,24031,24903,26304,27150,28441,29751,31075,30260,30621,31032,32277,32218,33860,34617,35066,36464,37629,39119
"Pitt, NC",NC,Pitt,1,Personal income (thousands of dollars),Thousands of dollars,1926099,2066552,2218000,2349434,2535983,2683537,2921499,3014860,3144665,3377579,3478655,3586852,3723532,3961101,4275890,4655763,5005166,5348814,5293454,5499331,5704146,6167597,6174600,6432153,6655771,6832669,7136799,7513687,7830577
"Pitt, NC",NC,Pitt,2,Population (persons) 1/,Number of persons,111965,114318,116728,119694,122525,124861,127812,130519,132554,134298,136605,139128,141610,144486,147929,152934,157479,162116,165581,168863,170791,172980,174380,174974,176071,177171,178607,179575,180742
"Pitt, NC",NC,Pitt,3,Per capita personal income (dollars) 2/,Dollars,17203,18077,19001,19629,20698,21492,22858,23099,23724,25150,25465,25781,26294,27415,28905,30443,31783,32994,31969,32567,33398,35655,35409,36761,37802,38565,39958,41841,43325
"Polk, NC",NC,Polk,1,Personal income (thousands of dollars),Thousands of dollars,315754,339422,363898,387619,415983,446289,481899,527989,549209,566289,589585,588304,587221,653172,674208,712247,737419,741209,689690,678548,720071,746847,743972,801800,836130,858841,886710,909638,942090
"Polk, NC",NC,Polk,2,Population (persons) 1/,Number of persons,14764,15290,15652,16014,16544,17070,17570,17726,18024,18403,18683,18928,19064,19325,19557,19912,20145,20393,20531,20475,20288,20249,20388,20367,20414,20414,20564,20668,20724
"Polk, NC",NC,Polk,3,Per capita personal income (dollars) 2/,Dollars,21387,22199,23249,24205,25144,26145,27427,29786,30471,30772,31557,31081,30803,33799,34474,35770,36606,36346,33593,33140,35492,36883,36491,39368,40959,42071,43120,44012,45459
"Randolph, NC",NC,Randolph,1,Personal income (thousands of dollars),Thousands of dollars,1799840,1971669,2116696,2274113,2394755,2551014,2704504,2853694,3020938,3109698,3283963,3299726,3382545,3555643,3693768,3863958,4050691,4153854,4078981,4197374,4307180,4504783,4475864,4738359,4865559,4980779,5155886,5382198,5587489
"Randolph, NC",NC,Randolph,2,Population (persons) 1/,Number of persons,109464,111512,113108,115093,117474,120566,123419,126022,128722,130995,132092,132989,134034,134732,136301,137885,138855,140297,141175,141985,141858,142270,142308,142474,142575,143062,143037,143249,143667
"Randolph, NC",NC,Randolph,3,Per capita personal income (dollars) 2/,Dollars,16442,17681,18714,19759,20385,21159,21913,22644,23469,23739,24861,24812,25236,26390,27100,28023,29172,29608,28893,29562,30363,31664,31452,33258,34126,34816,36046,37572,38892
"Richmond, NC",NC,Richmond,1,Personal income (thousands of dollars),Thousands of dollars,644459,671484,700844,720469,757447,816783,850754,889154,910590,939809,1008209,996038,985821,1047784,1103273,1139555,1185814,1228846,1238283,1302548,1300303,1372579,1387319,1434027,1489948,1490044,1533203,1550947,1597268
"Richmond, NC",NC,Richmond,2,Population (persons) 1/,Number of persons,45037,45057,45507,45459,45731,46226,46365,46558,46449,46611,46480,46659,46292,46227,46310,46263,46390,46538,46537,46635,46651,46359,46133,45771,45429,45012,44827,44888,44829
"Richmond, NC",NC,Richmond,3,Per capita personal income (dollars) 2/,Dollars,14310,14903,15401,15849,16563,17669,18349,19098,19604,20163,21691,21347,21296,22666,23824,24632,25562,26405,26609,27931,27873,29608,30072,31330,32797,33103,34203,34551,35630
"Robeson, NC",NC,Robeson,1,Personal income (thousands of dollars),Thousands of dollars,1369669,1513378,1633449,1714889,1798614,1920794,2026674,2080505,2172660,2272974,2399966,2428768,2529492,2649179,2796940,2913012,3068546,3286532,3347519,3340146,3422285,3536585,3576912,3653912,3664768,3687078,3757731,3855820,3974069
"Robeson, NC",NC,Robeson,2,Population (persons) 1/,Number of persons,106908,108918,111050,112947,114936,116858,118864,120876,122514,123334,123913,124676,125665,126117,127885,128894,130453,131734,132984,134493,135183,135462,135136,134931,134460,133383,132626,131884,130625
"Robeson, NC",NC,Robeson,3,Per capita personal income (dollars) 2/,Dollars,12812,13895,14709,15183,15649,16437,17050,17212,17734,18429,19368,19481,20129,21006,21871,22600,23522,24948,25172,24835,25316,26108,26469,27080,27255,27643,28333,29236,30423
"Rockingham, NC",NC,Rockingham,1,Personal income (thousands of dollars),Thousands of dollars,1393986,1463653,1531829,1607503,1680182,1759561,1863932,1952709,1983933,2058366,2153611,2172537,2226921,2368628,2484821,2613637,2718545,2826412,2760267,2836453,2871137,2980545,2936355,3062324,3129852,3180598,3277420,3369499,3496504
"Rockingham, NC",NC,Rockingham,2,Population (persons) 1/,Number of persons,86890,87195,87605,88229,89251,90251,90994,91429,91845,92090,92268,92798,92779,92382,92587,92960,93164,93299,93547,93661,93284,92691,91896,91790,91657,91308,90791,90617,91010
"Rockingham, NC",NC,Rockingham,3,Per capita personal income (dollars) 2/,Dollars,16043,16786,17486,18220,18825,19496,20484,21358,21601,22352,23341,23411,24002,25639,26838,28116,29180,30294,29507,30284,30778,32156,31953,33362,34147,34834,36099,37184,38419
"Rowan, NC",NC,Rowan,1,Personal income (thousands of dollars),Thousands of dollars,1851849,1979445,2086455,2251150,2381733,2498003,2664403,2873882,3014583,3182165,3350787,3447369,3495645,3685033,3849521,4015567,4154365,4231603,4036057,4090293,4237580,4328646,4376985,4637660,4854651,4969845,5177389,5463391,5713783
"Rowan, NC",NC,Rowan,2,Population (persons) 1/,Number of persons,112566,114217,115947,118552,120783,123519,125871,127599,129436,130610,131852,132765,132562,132202,132527,134045,135626,137721,138562,138331,137805,137511,137690,138080,138497,139410,140356,141128,142088
"Rowan, NC",NC,Rowan,3,Per capita personal income (dollars) 2/,Dollars,16451,17331,17995,18989,19719,20224,21168,22523,23290,24364,25413,25966,26370,27874,29047,29957,30631,30726,29128,29569,30751,31479,31789,33587,35052,35649,36888,38712,40213
"Rutherford, NC",NC,Rutherford,1,Personal income (thousands of dollars),Thousands of dollars,870675,942225,998381,1046095,1092659,1144874,1217068,1269168,1308015,1358690,1441247,1453200,1482332,1518435,1550704,1638763,1693809,1735583,1689388,1740261,1816488,1888001,1875761,1953416,1999805,2034856,2099349,2179155,2280387
"Rutherford, NC",NC,Rutherford,2,Population (persons) 1/,Number of persons,57843,58321,58906,59430,60103,60409,61094,61874,62511,63064,63671,63924,64475,64692,65126,65855,66305,67145,67561,67740,67416,67215,66847,66561,66375,66286,66529,66775,67029
"Rutherford, NC",NC,Rutherford,3,Per capita personal income (dollars) 2/,Dollars,15052,16156,16949,17602,18180,18952,19921,20512,20925,21545,22636,22733,22991,23472,23811,24884,25546,25848,25005,25690,26944,28089,28061,29348,30129,30698,31555,32634,34021
"Sampson, NC",NC,Sampson,1,Personal income (thousands of dollars),Thousands of dollars,803071,830354,933097,993473,1024876,1092901,1170650,1091763,1099741,1275062,1390891,1347091,1422004,1601023,1713929,1730517,1826986,1880281,1908130,1984416,2005668,2091666,2144479,2205052,2176270,2109546,2225054,2192651,2278896
"Sampson, NC",NC,Sampson,2,Population (persons) 1/,Number of persons,48574,50030,51375,52708,53752,54862,56600,58012,59325,60242,60526,60732,61144,61376,61720,62118,62539,62837,63127,63532,63514,63708,63898,63796,63559,63225,63263,63345,63531
"Sampson, NC",NC,Sampson,3,Per capita personal income (dollars) 2/,Dollars,16533,16597,18162,18849,19067,19921,20683,18820,18538,21166,22980,22181,23257,26085,27769,27859,29214,29923,30227,31235,31578,32832,33561,34564,34240,33366,35171,34614,35871
"Scotland, NC",NC,Scotland,1,Personal income (thousands of dollars),Thousands of dollars,476157,516827,557689,585486,619978,654671,681959,709482,743240,763837,804378,800380,815830,880508,929594,960054,988023,1031773,1033815,1054774,1027945,1045333,1026780,1049855,1076578,1072168,1120139,1146468,1181827
"Scotland, NC",NC,Scotland,2,Population (persons) 1/,Number of persons,34030,34220,34629,34735,35021,35434,35501,35675,35926,35944,35851,35450,35442,36446,36405,36348,36399,36463,36313,36062,36275,36093,35911,35656,35321,35309,35174,34751,34823
"Scotland, NC",NC,Scotland,3,Per capita personal income (dollars) 2/,Dollars,13992,15103,16105,16856,17703,18476,19210,19887,20688,21251,22437,22578,23019,24159,25535,26413,27144,28296,28470,29249,28338,28962,28592,29444,30480,30365,31846,32991,33938
"Stanly, NC",NC,Stanly,1,Personal income (thousands of dollars),Thousands of dollars,846777,886948,925491,964672,1025680,1092577,1166966,1242640,1302103,1360568,1401689,1404224,1421035,1508749,1617057,1698913,1780004,1773629,1724179,1764983,1823205,1905858,1936658,2028353,2105862,2202602,2324707,2412820,2522107
"Stanly, NC",NC,Stanly,2,Population (persons) 1/,Number of persons,52646,53092,53585,54376,54799,55455,56412,56918,57791,58246,58674,58689,58748,58638,58931,59185,59849,60418,60496,60579,60530,60462,60633,60618,60622,60826,61505,62180,62806
"Stanly, NC",NC,Stanly,3,Per capita personal income (dollars) 2/,Dollars,16084,16706,17271,17741,18717,19702,20686,21832,22531,23359,23889,23927,24189,25730,27440,28705,29742,29356,28501,29135,30121,31522,31941,33461,34738,36212,37797,38804,40157
"Stokes, NC",NC,Stokes,1,Personal income (thousands of dollars),Thousands of dollars,607490,645223,679500,728144,790341,829498,886433,937092,990563,1039633,1076129,1081019,1109136,1200804,1219304,1280084,1342444,1368914,1333281,1350921,1377470,1427947,1415743,1487336,1546079,1577415,1647620,1712121,1770532
"Stokes, NC",NC,Stokes,2,Population (persons) 1/,Number of persons,37806,38732,39050,40207,41170,42142,42906,43588,44255,44779,44974,45079,45331,45772,46165,46755,47079,47363,47422,47344,47142,46731,46514,46323,46159,45920,45724,45511,45591
"Stokes, NC",NC,Stokes,3,Per capita personal income (dollars) 2/,Dollars,16069,16659,17401,18110,19197,19683,20660,21499,22383,23217,23928,23981,24467,26234,26412,27379,28515,28903,28115,28534,29220,30557,30437,32108,33495,34351,36034,37620,38835
"Surry, NC",NC,Surry,1,Personal income (thousands of dollars),Thousands of dollars,1058692,1128446,1191519,1263566,1297962,1373428,1478884,1584427,1629704,1662960,1724682,1739010,1760287,1847122,1909977,2026729,2135240,2229094,2157980,2172992,2246541,2342637,2352275,2465470,2551839,2600359,2683488,2754115,2837258
"Surry, NC",NC,Surry,2,Population (persons) 1/,Number of persons,62872,63752,64837,65862,66828,67582,68739,69986,70942,71308,71782,72152,72404,72219,72562,72807,73027,73404,73505,73775,73496,73295,72643,72487,71998,72008,72107,71959,71783
"Surry, NC",NC,Surry,3,Per capita personal income (dollars) 2/,Dollars,16839,17701,18377,19185,19422,20322,21514,22639,22972,23321,24027,24102,24312,25577,26322,27837,29239,30367,29358,29454,30567,31962,32381,34013,35443,36112,37215,38273,39525
"Swain, NC",NC,Swain,1,Personal income (thousands of dollars),Thousands of dollars,134131,144420,156202,160372,171759,189283,203769,212445,228894,233237,260610,268739,277474,295853,314092,336417,354104,366913,385403,405639,418337,435529,445422,474183,499826,515714,543983,552893,582524
"Swain, NC",NC,Swain,2,Population (persons) 1/,Number of persons,11489,11599,11812,11845,12011,12314,12500,12642,12799,13041,13030,13120,13199,13240,13463,13693,13819,13872,13933,14006,14007,14053,13977,14238,14326,14190,14263,14249,14271
"Swain, NC",NC,Swain,3,Per capita personal income (dollars) 2/,Dollars,11675,12451,13224,13539,14300,15371,16302,16805,17884,17885,20001,20483,21022,22345,23330,24569,25624,26450,27661,28962,29866,30992,31868,33304,34889,36343,38139,38802,40819
"Transylvania, NC",NC,Transylvania,1,Personal income (thousands of dollars),Thousands of dollars,443778,479486,499220,516759,555210,599196,658170,714777,732073,767637,782312,773282,744684,815757,871155,949325,1012323,1078559,997678,988097,1015108,1072865,1073458,1150496,1222448,1294541,1348095,1411180,1461870
"Transylvania, NC",NC,Transylvania,2,Population (persons) 1/,Number of persons,25768,26114,26681,27101,27304,27820,28225,28853,29160,29416,29619,30009,30073,30417,30910,31469,32061,32543,32852,33085,32807,32835,32827,32952,33157,33393,33767,34173,34385
"Transylvania, NC",NC,Transylvania,3,Per capita personal income (dollars) 2/,Dollars,17222,18361,18711,19068,20334,21538,23319,24773,25105,26096,26413,25768,24763,26819,28184,30167,31575,33143,30369,29865,30942,32674,32700,34914,36868,38767,39923,41295,42515
"Tyrrell, NC",NC,Tyrrell,1,Personal income (thousands of dollars),Thousands of dollars,58029,56923,56005,58979,58777,66695,68168,67368,70412,77587,88220,85093,84501,93210,96450,100173,102596,106383,99454,102012,112182,121511,127758,126171,114688,123987,132578,124838,131373
"Tyrrell, NC",NC,Tyrrell,2,Population (persons) 1/,Number of persons,3791,3852,3921,3878,3851,3820,3775,4033,4150,4126,4166,4235,4344,4289,4280,4339,4402,4353,4358,4415,4337,4122,4104,4120,4139,4024,4180,4115,4016
"Tyrrell, NC",NC,Tyrrell,3,Per capita personal income (dollars) 2/,Dollars,15307,14778,14283,15209,15263,17459,18058,16704,16967,18804,21176,20093,19452,21732,22535,23087,23307,24439,22821,23106,25866,29479,31130,30624,27709,30812,31717,30337,32712
"Union, NC",NC,Union,1,Personal income (thousands of dollars),Thousands of dollars,1513889,1626805,1732433,1871535,2042803,2221699,2460076,2737938,3017225,3362773,3776801,3854669,4110089,4593311,5258598,6071249,6771162,7118145,6938811,7192207,7724220,8459894,8708142,9442267,10393212,10919784,11500205,12216381,12812641
"Union, NC",NC,Union,2,Population (persons) 1/,Number of persons,87227,89711,92912,96300,100597,104469,108519,113172,118621,125573,131661,138329,144244,151452,160835,172529,184782,193678,198533,202109,204888,208069,212200,217689,221949,226279,231350,235830,239859
"Union, NC",NC,Union,3,Per capita personal income (dollars) 2/,Dollars,17356,18134,18646,19434,20307,21267,22670,24193,25436,26779,28686,27866,28494,30328,32696,35190,36644,36752,34950,35586,37700,40659,41037,43375,46827,48258,49709,51802,53417
"Vance, NC",NC,Vance,1,Personal income (thousands of dollars),Thousands of dollars,589096,638387,674769,702857,718042,756536,807404,850430,887510,928543,1014865,1023526,1053198,1105664,1129085,1212016,1273900,1355110,1335853,1366164,1363568,1363821,1337425,1383468,1429954,1459685,1485718,1516817,1571115
"Vance, NC",NC,Vance,2,Population (persons) 1/,Number of persons,39337,39724,40009,40446,40609,41069,41578,42029,42530,43159,43932,44056,44030,44081,44136,44574,44676,44977,45223,45289,45288,45093,44491,44517,44459,44485,44281,44635,44535
"Vance, NC",NC,Vance,3,Per capita personal income (dollars) 2/,Dollars,14976,16071,16865,17378,17682,18421,19419,20234,20868,21514,23101,23232,23920,25083,25582,27191,28514,30129,29539,30165,30109,30245,30061,31077,32163,32813,33552,33983,35278
"Wake, NC",NC,Wake,1,Personal income (thousands of dollars),Thousands of dollars,10321806,11407450,12430743,13441352,14716613,16114085,17890554,19658273,21040578,23284387,24972507,25599355,26616231,28412529,31035645,35053781,38159367,40953108,39365307,41617996,43502745,46619816,47207274,50973530,54919508,57551148,60334650,65964030,69222569
"Wake, NC",NC,Wake,2,Population (persons) 1/,Number of persons,446158,463218,482940,504299,526599,549005,570540,592534,612728,633267,656819,676392,695746,716336,746048,784038,821607,856492,883624,906870,928787,952060,974198,997788,1022319,1048335,1071706,1091273,1111761
"Wake, NC",NC,Wake,3,Per capita personal income (dollars) 2/,Dollars,23135,24627,25740,26654,27947,29351,31357,33177,34339,36769,38020,37847,38256,39664,41600,44709,46445,47815,44550,45892,46838,48967,48458,51087,53721,54898,56298,60447,62264
"Warren, NC",NC,Warren,1,Personal income (thousands of dollars),Thousands of dollars,212264,232217,249318,259845,276984,289719,313204,327764,337811,350492,377128,363304,378609,418594,423306,440665,465390,510353,510902,508756,518227,534158,520824,556279,559143,559759,568820,578900,599364
"Warren, NC",NC,Warren,2,Population (persons) 1/,Number of persons,17480,17734,17992,18139,18515,18692,19015,19805,19994,19913,20067,20131,20293,20464,20642,20513,20724,20923,20959,20987,20998,20764,20600,20385,20207,19884,19849,19819,19731
"Warren, NC",NC,Warren,3,Per capita personal income (dollars) 2/,Dollars,12143,13094,13857,14325,14960,15500,16471,16550,16896,17601,18793,18047,18657,20455,20507,21482,22457,24392,24376,24241,24680,25725,25283,27289,27671,28151,28657,29209,30377
"Washington, NC",NC,Washington,1,Personal income (thousands of dollars),Thousands of dollars,208038,223507,233746,245296,249027,258153,271624,268314,276246,297077,311330,307382,324420,348833,354485,367027,385367,402044,403049,398737,389242,412463,404201,398813,399639,402110,410998,418283,434025
"Washington, NC",NC,Washington,2,Population (persons) 1/,Number of persons,14150,14275,14242,14413,14313,14116,13985,13804,13745,13695,13589,13472,13510,13393,13401,13305,13176,13300,13252,13119,12904,12662,12669,12476,12247,12070,11944,11769,11580
"Washington, NC",NC,Washington,3,Per capita personal income (dollars) 2/,Dollars,14702,15657,16412,17019,17399,18288,19423,19437,20098,21692,22910,22816,24013,26046,26452,27586,29248,30229,30414,30394,30164,32575,31905,31966,32632,33315,34410,35541,37481
"Watauga, NC",NC,Watauga,1,Personal income (thousands of dollars),Thousands of dollars,541476,593033,649752,696410,752716,773049,831638,899067,936474,983862,1027869,1049146,1098174,1183969,1273089,1381334,1445363,1515760,1477135,1493065,1516884,1567720,1565350,1661214,1761258,1849726,1950665,2074160,2175149
"Watauga, NC",NC,Watauga,2,Population (persons) 1/,Number of persons,37458,38410,38921,39785,40569,41130,41633,41920,42412,42905,43853,44570,45095,45478,46390,47748,48765,50266,50706,50972,51626,52062,52295,52395,53093,54140,55181,56034,56177
"Watauga, NC",NC,Watauga,3,Per capita personal income (dollars) 2/,Dollars,14456,15440,16694,17504,18554,18795,19975,21447,22080,22931,23439,23539,24352,26034,27443,28930,29639,30155,29131,29292,29382,30113,29933,31706,33173,34166,35350,37016,38720
"Wayne, NC",NC,Wayne,1,Personal income (thousands of dollars),Thousands of dollars,1628725,1768834,1866996,1982989,2102483,2212889,2322481,2397116,2485618,2619494,2768895,2844916,2892935,3083969,3223114,3386375,3633289,3760717,3780685,3884495,4036149,4231418,4193916,4333170,4413573,4428393,4596723,4735428,4912230
"Wayne, NC",NC,Wayne,2,Population (persons) 1/,Number of persons,106545,107614,108374,109459,111578,112898,113366,113429,113176,113648,113934,114305,114595,116484,117009,117534,118942,119910,121217,122886,124038,124559,124587,124586,124342,124269,123034,123237,123131
"Wayne, NC",NC,Wayne,3,Per capita personal income (dollars) 2/,Dollars,15287,16437,17227,18116,18843,19601,20487,21133,21962,23049,24303,24889,25245,26475,27546,28812,30547,31363,31189,31611,32540,33971,33663,34781,35495,35636,37361,38425,39894
"Wilkes, NC",NC,Wilkes,1,Personal income (thousands of dollars),Thousands of dollars,959951,1026013,1084546,1149641,1204751,1251880,1335308,1447824,1515966,1586650,1622303,1564961,1603317,1746821,1863806,1944639,1942485,1930380,1919347,1957431,2007244,2082214,2103434,2198951,2346588,2376842,2487750,2516982,2552684
"Wilkes, NC",NC,Wilkes,2,Population (persons) 1/,Number of persons,59845,60352,60676,61339,61825,62884,63507,64132,65092,65839,66694,67202,67617,67668,68104,68489,68966,69317,69258,69264,68948,68906,68609,68414,68298,68581,68489,68563,68412
"Wilkes, NC",NC,Wilkes,3,Per capita personal income (dollars) 2/,Dollars,16041,17000,17874,18742,19486,19908,21026,22576,23290,24099,24325,23287,23712,25815,27367,28393,28166,27849,27713,28260,29112,30218,30658,32142,34358,34657,36323,36710,37313
"Wilson, NC",NC,Wilson,1,Personal income (thousands of dollars),Thousands of dollars,1136030,1227473,1290917,1335097,1393807,1462838,1544589,1629162,1708461,1789655,1910528,1930628,1977655,2146932,2293245,2430525,2522332,2678867,2651105,2730228,2813360,2894171,2866089,2927504,3039293,3086888,3169304,3254241,3381579
"Wilson, NC",NC,Wilson,2,Population (persons) 1/,Number of persons,66925,67640,67981,68953,69546,70272,71028,72002,73166,73971,74232,75213,75685,76140,76775,77379,78474,79790,80664,81294,81155,81396,81189,81007,81240,81307,81436,81392,81801
"Wilson, NC",NC,Wilson,3,Per capita personal income (dollars) 2/,Dollars,16975,18147,18989,19362,20042,20817,21746,22627,23350,24194,25737,25669,26130,28197,29870,31411,32142,33574,32866,33585,34667,35557,35301,36139,37411,37966,38918,39982,41339
"Yadkin, NC",NC,Yadkin,1,Personal income (thousands of dollars),Thousands of dollars,510588,545735,573928,615826,644796,705122,753863,785926,805070,838412,872268,881065,901706,959296,1006217,1046573,1096208,1145659,1132219,1145699,1149702,1211371,1187300,1272434,1302489,1315505,1365202,1405530,1462085
"Yadkin, NC",NC,Yadkin,2,Population (persons) 1/,Number of persons,31038,31537,32049,32698,33555,34336,34891,35366,35805,36516,36837,37285,37301,37265,37591,37881,37965,38225,38293,38433,38342,38144,38063,37846,37619,37653,37588,37481,37667
"Yadkin, NC",NC,Yadkin,3,Per capita personal income (dollars) 2/,Dollars,16450,17305,17908,18834,19216,20536,21606,22223,22485,22960,23679,23631,24174,25743,26767,27628,28874,29971,29567,29810,29985,31758,31193,33621,34623,34938,36320,37500,38816
"Yancey, NC",NC,Yancey,1,Personal income (thousands of dollars),Thousands of dollars,201409,216506,230709,248411,258732,274460,300518,321305,339184,352816,375439,375631,380931,399396,419376,447384,470821,489024,486368,493928,514430,530038,531837,554219,563397,573101,600396,651376,683229
"Yancey, NC",NC,Yancey,2,Population (persons) 1/,Number of persons,15758,15876,16065,16322,16574,16761,17066,17260,17612,17768,17789,17710,17664,17704,17757,17814,18000,18016,17931,17805,17690,17624,17549,17542,17550,17610,17697,17873,18069
"Yancey, NC",NC,Yancey,3,Per capita personal income (dollars) 2/,Dollars,12781,13637,14361,15219,15611,16375,17609,18616,19259,19857,21105,21210,21565,22560,23618,25114,26157,27144,27124,27741,29080,30075,30306,31594,32102,32544,33926,36445,37812
"Adams, ND",ND,Adams,1,Personal income (thousands of dollars),Thousands of dollars,43526,53083,52681,48500,47533,55928,48978,54739,57416,64245,65023,56349,74338,71186,77988,77092,88573,85265,89671,97963,103056,132778,115253,115485,104691,102618,113224,110160,111181
"Adams, ND",ND,Adams,2,Population (persons) 1/,Number of persons,3092,3024,2834,2866,2814,2820,2784,2734,2648,2578,2542,2509,2469,2436,2405,2366,2362,2343,2325,2350,2311,2333,2391,2388,2397,2344,2324,2276,2216
"Adams, ND",ND,Adams,3,Per capita personal income (dollars) 2/,Dollars,14077,17554,18589,16923,16892,19833,17593,20022,21683,24920,25579,22459,30109,29222,32427,32583,37499,36391,38568,41686,44594,56913,48203,48361,43676,43779,48719,48401,50172
