GeoName,State,County,LineCode,Description,Unit,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019
"Parmer, TX",TX,Parmer,1,Personal income (thousands of dollars),Thousands of dollars,211669,186554,248752,214980,200124,228141,234999,246944,261828,275256,283010,271207,274380,251099,280103,265131,300780,311220,294562,379932,452909,422483,417874,501630,606886,440319,454104,440747,475842
"Parmer, TX",TX,Parmer,2,Population (persons) 1/,Number of persons,9890,9910,9925,10073,10061,10116,10113,10030,10036,9991,9842,10032,10155,10168,10099,10035,10075,9994,10082,10265,10276,10184,9986,9952,9794,9762,9710,9719,9605
"Parmer, TX",TX,Parmer,3,Per capita personal income (dollars) 2/,Dollars,21402,18825,25063,21342,19891,22552,23237,24621,26089,27550,28755,27034,27019,24695,27736,26421,29854,31141,29217,37012,44074,41485,41846,50405,61965,45105,46767,45349,49541
"Pecos, TX",TX,Pecos,1,Personal income (thousands of dollars),Thousands of dollars,164940,176621,182184,195222,210565,211779,226392,232001,234029,241100,264174,268704,284634,281837,292428,307311,362670,451526,401759,432615,450365,472940,496896,536812,528712,507992,538525,599314,628667
"Pecos, TX",TX,Pecos,2,Population (persons) 1/,Number of persons,14462,14278,14944,15186,17006,16891,17033,16776,17007,16667,16284,16084,15709,15554,15385,15403,15321,15251,15490,15523,15643,15568,15660,15828,16030,15881,15634,15709,15823
"Pecos, TX",TX,Pecos,3,Per capita personal income (dollars) 2/,Dollars,11405,12370,12191,12855,12382,12538,13291,13829,13761,14466,16223,16706,18119,18120,19007,19951,23671,29606,25937,27869,28790,30379,31730,33915,32983,31987,34446,38151,39731
"Polk, TX",TX,Polk,1,Personal income (thousands of dollars),Thousands of dollars,454337,509991,561583,615718,659678,728484,820630,883624,926153,991529,1018717,1052696,1099932,1125131,1181036,1273168,1371259,1430350,1447108,1483943,1573042,1676312,1675743,1711073,1759605,1794968,1886003,1962843,2044752
"Polk, TX",TX,Polk,2,Population (persons) 1/,Number of persons,30780,31385,32304,33163,36794,37785,38964,40003,40661,41539,42945,43928,44779,45315,45472,45495,45727,45794,45537,45446,45580,45510,45522,45813,46613,47656,48990,49955,51353
"Polk, TX",TX,Polk,3,Per capita personal income (dollars) 2/,Dollars,14761,16250,17384,18566,17929,19280,21061,22089,22777,23870,23721,23964,24564,24829,25973,27985,29988,31234,31779,32653,34512,36834,36812,37349,37749,37665,38498,39292,39818
"Potter, TX",TX,Potter,1,Personal income (thousands of dollars),Thousands of dollars,1493370,1620034,1715668,1836667,1965873,2065881,2209717,2286906,2421370,2569513,2788229,2926396,3018586,2856204,3064026,3279548,3475188,3930003,3813485,4209952,4638917,4743715,4779440,5035378,4894868,4864521,5054745,5263997,5411245
"Potter, TX",TX,Potter,2,Population (persons) 1/,Number of persons,99262,100671,102488,105134,109600,110899,111466,111901,112919,113762,114307,115427,117067,117682,118771,119780,119537,119740,120118,121371,122305,122739,122127,122061,121272,120632,120340,118711,117415
"Potter, TX",TX,Potter,3,Per capita personal income (dollars) 2/,Dollars,15045,16092,16740,17470,17937,18628,19824,20437,21443,22587,24392,25353,25785,24271,25798,27380,29072,32821,31748,34687,37929,38649,39135,41253,40363,40325,42004,44343,46086
"Presidio, TX",TX,Presidio,1,Personal income (thousands of dollars),Thousands of dollars,65740,67825,73470,74676,78077,77097,85797,97935,106892,120820,135336,130540,138538,135688,138370,141141,156224,164565,183804,200884,223809,251303,258914,271618,270892,274456,283190,302902,312276
"Presidio, TX",TX,Presidio,2,Population (persons) 1/,Number of persons,6453,6544,6701,6801,6866,6977,7047,7121,7322,7355,7409,7534,7583,7561,7719,7638,7712,7683,7593,7875,7754,7619,7386,7194,7057,7156,7100,6856,6704
"Presidio, TX",TX,Presidio,3,Per capita personal income (dollars) 2/,Dollars,10188,10364,10964,10980,11372,11050,12175,13753,14599,16427,18266,17327,18270,17946,17926,18479,20257,21419,24207,25509,28864,32984,35055,37756,38386,38353,39886,44181,46581
"Rains, TX",TX,Rains,1,Personal income (thousands of dollars),Thousands of dollars,92108,101235,107064,116203,121458,132249,143663,152627,165437,178815,199968,203910,211813,220536,237295,261940,281519,292293,294110,302201,307556,312734,321518,341272,355504,371286,394611,412701,435726
"Rains, TX",TX,Rains,2,Population (persons) 1/,Number of persons,6820,6948,7160,7356,7652,7862,8192,8595,8934,9196,9664,9985,10290,10446,10589,10830,10994,11022,10956,10913,11003,10939,11033,11013,11136,11304,11730,12147,12514
"Rains, TX",TX,Rains,3,Per capita personal income (dollars) 2/,Dollars,13506,14570,14953,15797,15873,16821,17537,17758,18518,19445,20692,20422,20584,21112,22410,24187,25607,26519,26845,27692,27952,28589,29141,30988,31924,32846,33641,33976,34819
"Randall, TX",TX,Randall,1,Personal income (thousands of dollars),Thousands of dollars,1729186,1848990,1986336,2105418,2212907,2296982,2441388,2572289,2528015,2639869,2935700,3005532,3135514,3387484,3600327,3901716,4175437,4573580,4504411,4840540,5049761,5261676,5315977,5666684,5961137,6066567,6273650,6514351,6822849
"Randall, TX",TX,Randall,2,Population (persons) 1/,Number of persons,90709,92061,94039,95288,96964,98061,99643,100942,102891,104609,105399,106286,107607,109441,111113,112464,114782,116518,119084,121179,123424,124975,126753,128733,130368,132342,134015,135691,137713
"Randall, TX",TX,Randall,3,Per capita personal income (dollars) 2/,Dollars,19063,20084,21122,22095,22822,23424,24501,25483,24570,25236,27853,28278,29139,30953,32402,34693,36377,39252,37825,39945,40914,42102,41940,44019,45725,45840,46813,48009,49544
"Reagan, TX",TX,Reagan,1,Personal income (thousands of dollars),Thousands of dollars,51575,50786,55770,54182,54011,52359,56728,54422,54246,57376,82036,76586,81849,77816,90221,95559,108836,120594,105936,121060,142783,159635,186169,199753,167461,151510,160177,199802,199938
"Reagan, TX",TX,Reagan,2,Population (persons) 1/,Number of persons,4337,4367,4293,4137,3976,3872,3839,3809,3433,3290,3230,3189,3130,3161,3143,3160,3260,3339,3377,3353,3393,3477,3633,3785,3807,3726,3712,3736,3849
"Reagan, TX",TX,Reagan,3,Per capita personal income (dollars) 2/,Dollars,11892,11629,12991,13097,13584,13522,14777,14288,15801,17440,25398,24016,26150,24618,28705,30240,33385,36117,31370,36105,42082,45912,51244,52775,43988,40663,43151,53480,51945
"Real, TX",TX,Real,1,Personal income (thousands of dollars),Thousands of dollars,31974,35225,36240,39825,43346,43492,45334,47988,53413,56925,62453,64223,65424,65755,65546,66664,70350,76000,77045,82257,87456,94399,102613,108060,112322,109871,114771,121833,124513
"Real, TX",TX,Real,2,Population (persons) 1/,Number of persons,2459,2532,2548,2564,2731,2867,2864,2925,2981,3067,3020,3020,3123,3138,3154,3264,3308,3241,3274,3322,3431,3352,3318,3347,3297,3399,3417,3477,3452
"Real, TX",TX,Real,3,Per capita personal income (dollars) 2/,Dollars,13003,13912,14223,15532,15872,15170,15829,16406,17918,18560,20680,21266,20949,20954,20782,20424,21267,23450,23532,24761,25490,28162,30926,32286,34068,32325,33588,35040,36070
"Red River, TX",TX,Red River,1,Personal income (thousands of dollars),Thousands of dollars,188959,202403,201680,210974,215869,224506,244053,250302,258212,261521,275576,273898,293007,299270,309493,323936,348164,363370,366397,384984,405442,413910,418140,447142,466991,477375,486239,500200,517458
"Red River, TX",TX,Red River,2,Population (persons) 1/,Number of persons,14212,14108,14159,14189,14268,14365,14294,14319,14331,14297,14156,13914,13703,13584,13444,13237,13072,12922,12835,12874,12682,12723,12487,12445,12345,12179,12164,12143,12023
"Red River, TX",TX,Red River,3,Per capita personal income (dollars) 2/,Dollars,13296,14347,14244,14869,15130,15629,17074,17480,18018,18292,19467,19685,21383,22031,23021,24472,26634,28120,28547,29904,31970,32532,33486,35929,37828,39197,39974,41192,43039
"Reeves, TX",TX,Reeves,1,Personal income (thousands of dollars),Thousands of dollars,170370,179025,182769,177736,177521,178926,181273,191057,195566,203180,221668,223969,223754,221344,232268,245904,259288,287892,290144,308516,342844,360794,393921,455986,460544,452693,516098,647288,726234
"Reeves, TX",TX,Reeves,2,Population (persons) 1/,Number of persons,15522,15251,15221,14809,14534,14364,14010,13675,13355,13115,13022,13017,12910,12721,12675,12747,13039,13211,13550,13834,14098,14265,14494,15124,15574,15229,15166,15513,15976
"Reeves, TX",TX,Reeves,3,Per capita personal income (dollars) 2/,Dollars,10976,11739,12008,12002,12214,12457,12939,13971,14644,15492,17023,17206,17332,17400,18325,19291,19886,21792,21413,22301,24319,25292,27178,30150,29571,29726,34030,41726,45458
"Refugio, TX",TX,Refugio,1,Personal income (thousands of dollars),Thousands of dollars,133657,142444,153366,161668,171141,165714,185973,188793,196528,206004,206730,191137,207962,214383,220482,220048,230769,259876,236588,257185,299346,309851,339524,345109,330809,295671,298893,309368,322835
"Refugio, TX",TX,Refugio,2,Population (persons) 1/,Number of persons,7843,7891,7828,7819,7844,7955,7981,8001,7834,7827,7765,7665,7563,7630,7601,7548,7414,7430,7410,7375,7321,7256,7279,7362,7326,7272,7180,7000,6948
"Refugio, TX",TX,Refugio,3,Per capita personal income (dollars) 2/,Dollars,17042,18051,19592,20676,21818,20831,23302,23596,25087,26320,26623,24936,27497,28097,29007,29153,31126,34977,31928,34873,40889,42703,46644,46877,45155,40659,41629,44195,46464
"Roberts, TX",TX,Roberts,1,Personal income (thousands of dollars),Thousands of dollars,18061,19205,18005,17478,16253,15784,18714,20189,19954,21285,22630,23124,25090,28323,29069,31959,35985,36285,28270,28826,36769,40491,43678,46833,43025,39130,42995,43471,41286
"Roberts, TX",TX,Roberts,2,Population (persons) 1/,Number of persons,1002,1017,990,980,944,953,964,909,905,884,880,862,825,841,855,849,887,904,929,924,926,942,919,914,910,910,941,898,854
"Roberts, TX",TX,Roberts,3,Per capita personal income (dollars) 2/,Dollars,18025,18884,18187,17835,17217,16562,19413,22210,22049,24078,25716,26826,30412,33678,33999,37643,40569,40138,30431,31197,39707,42984,47528,51240,47280,43000,45691,48409,48344
"Robertson, TX",TX,Robertson,1,Personal income (thousands of dollars),Thousands of dollars,189026,207071,213353,225259,239866,243209,271557,290074,307583,329601,355306,361364,393438,409140,423122,450066,489905,537196,520657,549422,561526,582206,623962,653126,681412,663278,677260,710585,725012
"Robertson, TX",TX,Robertson,2,Population (persons) 1/,Number of persons,15485,15427,15452,15613,15738,15680,15693,15896,15956,16062,16132,16053,16074,16260,16509,16581,16546,16535,16604,16555,16657,16455,16431,16468,16698,16804,17153,17219,17074
"Robertson, TX",TX,Robertson,3,Per capita personal income (dollars) 2/,Dollars,12207,13423,13807,14428,15241,15511,17304,18248,19277,20521,22025,22511,24477,25162,25630,27143,29609,32488,31357,33188,33711,35382,37975,39660,40808,39471,39483,41267,42463
"Rockwall, TX",TX,Rockwall,1,Personal income (thousands of dollars),Thousands of dollars,618920,698917,769252,851117,944546,1038767,1151312,1282874,1441286,1613298,1723088,1755904,1814966,2046269,2305120,2717920,3043555,3357202,3395711,3588975,3818845,4135555,4289543,4558702,4935062,5293594,5746962,6079072,6529641
"Rockwall, TX",TX,Rockwall,2,Population (persons) 1/,Number of persons,27320,29206,30520,32043,33428,34993,36652,38465,40864,43755,46697,50078,53397,56477,60349,66117,70851,73929,76654,78919,81045,82710,84670,87064,90170,93421,96824,100546,104915
"Rockwall, TX",TX,Rockwall,3,Per capita personal income (dollars) 2/,Dollars,22654,23931,25205,26562,28256,29685,31412,33352,35270,36871,36899,35063,33990,36232,38196,41108,42957,45411,44299,45477,47120,50001,50662,52360,54731,56664,59355,60461,62237
"Runnels, TX",TX,Runnels,1,Personal income (thousands of dollars),Thousands of dollars,157337,166137,170671,185686,186678,194966,206133,207406,216956,213717,229615,229510,244526,259814,264213,267589,301489,310883,307991,326391,349110,345021,366302,381381,387790,382532,390665,402923,430361
"Runnels, TX",TX,Runnels,2,Population (persons) 1/,Number of persons,11103,11025,11096,11258,11402,11454,11621,11703,11495,11458,11148,11002,10815,10774,10842,10587,10506,10444,10392,10508,10500,10335,10196,10294,10387,10276,10282,10178,10264
"Runnels, TX",TX,Runnels,3,Per capita personal income (dollars) 2/,Dollars,14171,15069,15381,16494,16372,17022,17738,17722,18874,18652,20597,20861,22610,24115,24369,25275,28697,29767,29637,31061,33249,33384,35926,37049,37334,37226,37995,39588,41929
"Rusk, TX",TX,Rusk,1,Personal income (thousands of dollars),Thousands of dollars,667239,718316,718183,749371,772099,814951,855023,891520,923716,1013902,1073108,1092129,1127069,1142703,1203920,1308159,1431364,1606214,1536260,1613590,1734384,1824433,1845284,1928321,1885481,1815731,1894898,1999603,2050937
"Rusk, TX",TX,Rusk,2,Population (persons) 1/,Number of persons,44000,44183,44385,44722,45844,46165,46449,46882,47251,47456,47837,48244,48540,49160,49703,50415,51278,52195,52799,53361,53702,53793,53332,53212,52965,52892,54213,54301,54406
"Rusk, TX",TX,Rusk,3,Per capita personal income (dollars) 2/,Dollars,15165,16258,16181,16756,16842,17653,18408,19016,19549,21365,22433,22638,23219,23245,24222,25948,27914,30773,29096,30239,32296,33916,34600,36238,35599,34329,34953,36824,37697
"Sabine, TX",TX,Sabine,1,Personal income (thousands of dollars),Thousands of dollars,134600,144734,150166,158639,168571,180590,195701,201633,205552,215416,229370,235005,242557,248827,258041,279470,293326,317342,308483,315210,323229,330432,320927,334659,349858,346716,352080,367794,386124
"Sabine, TX",TX,Sabine,2,Population (persons) 1/,Number of persons,9670,9630,9898,10116,10388,10509,10606,10523,10510,10388,10435,10477,10482,10498,10445,10583,10541,10565,10721,10871,10727,10524,10424,10428,10440,10381,10417,10576,10542
"Sabine, TX",TX,Sabine,3,Per capita personal income (dollars) 2/,Dollars,13919,15029,15171,15682,16227,17184,18452,19161,19558,20737,21981,22431,23140,23702,24705,26407,27827,30037,28774,28995,30132,31398,30787,32092,33511,33399,33799,34776,36627
"San Augustine, TX",TX,San Augustine,1,Personal income (thousands of dollars),Thousands of dollars,101048,107286,113182,120787,125158,135699,147993,157648,160258,168321,174210,178270,181940,186590,194310,197793,210037,224031,229516,251523,256315,265681,266970,282240,297562,291394,303709,325314,348414
"San Augustine, TX",TX,San Augustine,2,Population (persons) 1/,Number of persons,8068,8219,8240,8280,8459,8504,8748,8815,8872,8959,8860,8985,9034,9085,9060,9128,9048,9039,8938,8854,8799,8789,8663,8481,8349,8288,8302,8254,8237
"San Augustine, TX",TX,San Augustine,3,Per capita personal income (dollars) 2/,Dollars,12525,13053,13736,14588,14796,15957,16917,17884,18063,18788,19663,19841,20139,20538,21447,21669,23214,24785,25679,28408,29130,30229,30817,33279,35640,35159,36583,39413,42299
"San Jacinto, TX",TX,San Jacinto,1,Personal income (thousands of dollars),Thousands of dollars,216729,239322,254085,273110,293872,318285,368104,385594,417198,449105,463451,465986,481777,524130,573933,617930,650949,699660,679526,699193,747888,811950,818989,873408,879478,912096,949306,1000862,1046419
"San Jacinto, TX",TX,San Jacinto,2,Population (persons) 1/,Number of persons,16637,17096,17754,18249,18824,19431,20191,21066,21669,22549,22897,23415,24100,24756,25014,25151,25719,25889,26086,26474,26780,26942,26731,27049,27361,27732,28231,28717,28859
"San Jacinto, TX",TX,San Jacinto,3,Per capita personal income (dollars) 2/,Dollars,13027,13999,14311,14966,15612,16380,18231,18304,19253,19917,20241,19901,19991,21172,22944,24569,25310,27025,26049,26411,27927,30137,30638,32290,32143,32890,33626,34853,36260
"San Patricio, TX",TX,San Patricio,1,Personal income (thousands of dollars),Thousands of dollars,786763,839783,891290,952902,1002501,1048329,1149434,1209976,1273724,1336666,1380245,1454165,1563617,1623552,1707604,1834613,2001811,2140733,2095865,2224517,2413180,2553455,2729045,2798146,2819238,2798119,2850869,3007307,3103332
"San Patricio, TX",TX,San Patricio,2,Population (persons) 1/,Number of persons,59060,59731,62324,62912,63602,64528,65949,66873,67185,67333,66690,66820,66440,66990,67232,67022,66723,66417,65751,64431,64458,65260,66134,66656,67117,67311,67210,66671,66730
"San Patricio, TX",TX,San Patricio,3,Per capita personal income (dollars) 2/,Dollars,13321,14059,14301,15147,15762,16246,17429,18094,18958,19852,20696,21762,23534,24236,25399,27373,30002,32232,31876,34526,37438,39127,41265,41979,42005,41570,42417,45107,46506
"San Saba, TX",TX,San Saba,1,Personal income (thousands of dollars),Thousands of dollars,78706,90724,98455,97477,95212,98529,108833,110655,111687,119964,124468,122599,130172,133056,136024,136552,142437,140350,149602,163638,176678,171067,177493,185276,202721,219762,223082,244002,245352
"San Saba, TX",TX,San Saba,2,Population (persons) 1/,Number of persons,5266,5749,5974,6152,6263,5867,6203,6122,6151,6268,6181,6042,5981,6045,5982,5985,5985,5965,6026,6134,6047,5990,5960,5858,5922,5922,5996,6060,6055
"San Saba, TX",TX,San Saba,3,Per capita personal income (dollars) 2/,Dollars,14946,15781,16481,15845,15202,16794,17545,18075,18158,19139,20137,20291,21764,22011,22739,22816,23799,23529,24826,26677,29217,28559,29781,31628,34232,37109,37205,40264,40521
